"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
2027, 4.468053579330440e-03, -8.714943192899231e-03, 4.842678960572409e-03, 6.019458935840361e-03, -7.711598997371757e-03
2053, 3.018766641616820e-03, -7.276044692844150e-03, 4.895742537919605e-03, 5.066002918213451e-03, -7.023684269168753e-03
2079, 1.912891864776610e-03, -5.828497931361200e-03, -4.983850561700783e-03, -6.752615000552069e-03, 7.866521853122473e-03
2105, 1.121968030929570e-03, -4.374681971967220e-03, 1.886942678027659e-03, 1.173990542967643e-03, -2.207527595894776e-03
2131, 5.391836166381840e-04, -2.918316749855880e-03, 1.670208367875157e-03, -7.626619077978492e-04, -1.352988224287320e-03
2157, 1.753866672515870e-04, -1.459796912968160e-03, 8.924541673537413e-03, -1.908655480384071e-03, -8.429239829634389e-03
2183, 0.000000000000000e+00, 0.000000000000000e+00, -1.350138454283994e-02, 5.178512811377126e-03, 1.335799487072961e-02
2209, 1.051127910614010e-04, 1.165737863630060e-03, 4.207873818704034e-03, -1.243947922759275e-03, -4.344708670912548e-03
2235, 3.451704978942870e-04, 2.330780262127520e-03, 1.452286799744735e-02, -3.237426375721264e-03, -1.486498918647680e-02
2261, 7.326900959014890e-04, 3.494375152513380e-03, -3.671799001659115e-03, 1.930846776106895e-03, 4.126548214153389e-03
2287, 1.276999711990360e-03, 4.656096920371060e-03, 5.508168776877351e-03, -1.836434904625041e-03, -5.723527643960304e-03
2313, 1.973092555999760e-03, 5.815388169139620e-03, -7.748769739644476e-03, 6.064931917992814e-03, 9.819408252745999e-03
2339, 2.858132123947140e-03, 6.970721762627360e-03, -3.552080215542469e-04, -8.175627441585249e-04, -2.601169088110999e-04
2365, 3.939032554626460e-03, 8.121287450194361e-03, -2.886675966286206e-03, 4.304419377892238e-03, 5.091296245105206e-03
2391, 5.185037851333620e-03, 9.267500601708891e-03, 1.674681404002829e-03, -1.804923985761731e-03, -2.461352863173396e-03
2417, 6.539613008499150e-03, 1.041201036423440e-02, 8.353601684818792e-03, -8.322133330058120e-03, -1.173028566601705e-02
2443, 7.984459400177000e-03, 1.155596133321520e-02, 3.927333796169706e-03, -5.030489878856726e-03, -6.380946266679801e-03
2469, 9.577721357345579e-03, 1.269672065973280e-02, 2.920867057723050e-03, -5.037710265038161e-03, -5.808905855674023e-03
2495, 1.134461164474490e-02, 1.383305341005330e-02, -4.951144818559124e-03, 7.431067454721501e-03, 8.922674294925239e-03
2521, 1.328635215759280e-02, 1.496464014053340e-02, -1.947502392867408e-03, 4.064734756449436e-03, 4.499405433276440e-03
2547, 1.542121171951290e-02, 1.608993858098980e-02, 3.872359980830506e-03, -8.371270429179886e-03, -9.218505066583069e-03
2573, 1.774638891220090e-02, 1.720915734767910e-02, -2.525618038929557e-03, 7.083750613835887e-03, 7.488872537524784e-03
2599, 2.023851871490480e-02, 1.832416467368600e-02, -6.043497956030095e-03, 1.412199962182605e-02, 1.536077199145682e-02
2625, 2.291005849838260e-02, 1.943397335708140e-02, -6.012824709152273e-03, 1.429009295802255e-02, 1.550125743251910e-02
2651, 2.576607465744020e-02, 2.053830586373810e-02, -1.066218539135340e-02, 2.801387710538797e-02, 2.997389305410380e-02
2677, 2.879580855369570e-02, 2.163846604526040e-02, -3.612085838716781e-03, 1.061103733506525e-02, 1.120829126736511e-02
2703, 3.199326992034910e-02, 2.273553423583510e-02, 1.016506353558688e-02, -3.176128422380520e-02, -3.334600245124763e-02
2729, 3.537228703498840e-02, 2.382827177643780e-02, 2.622817485012817e-02, -8.183914077899788e-02, -8.593842323456806e-02
2755, 3.891497850418090e-02, 2.491953969001770e-02, 4.040662266416652e-02, -1.358454211909664e-01, -1.417257210984645e-01
2781, 4.259017109870910e-02, 2.601420320570470e-02, 2.556983719228065e-02, -8.823330310281804e-02, -9.186366174447289e-02
2807, 4.645630717277530e-02, 2.710510604083540e-02, 5.938308698241884e-03, -2.098288999084560e-02, -2.180655101217906e-02
2833, 5.049252510070800e-02, 2.819604612886910e-02, -2.560233377740181e-02, 9.677663459228315e-02, 1.001059218687468e-01
2859, 5.469727516174320e-02, 2.928791008889680e-02, -6.165905813409089e-02, 2.443808155993410e-01, 2.520391029510382e-01
2885, 5.909299850463870e-02, 3.037821687757970e-02, -7.786411754700624e-02, 3.196590389297601e-01, 3.290056564383395e-01
2911, 6.365954875946039e-02, 3.147093951702120e-02, -9.276788233587271e-02, 3.941201528769300e-01, 4.048907950046870e-01
2937, 6.838649511337280e-02, 3.256905823946000e-02, -7.515911100980995e-02, 3.350593479981127e-01, 3.433843540222611e-01
2963, 7.332068681716920e-02, 3.366525098681450e-02, -2.988570176713062e-02, 1.379970815603974e-01, 1.411958807540059e-01
2989, 7.843562960624691e-02, 3.476550802588460e-02, 2.841324318481772e-02, -1.384065347966664e-01, -1.412908263593344e-01
3015, 8.375442028045650e-02, 3.586603328585620e-02, 7.888992502764534e-02, -3.883215045498868e-01, -3.962539707961407e-01
3041, 8.928063511848450e-02, 3.696753084659580e-02, 1.206650322538493e-01, -6.270314605978587e-01, -6.385331124098441e-01
3067, 9.501701593399051e-02, 3.806984424591060e-02, 1.141462024650558e-01, -6.182442643330093e-01, -6.286912881977087e-01
3093, 1.010102331638340e-01, 3.916422650218010e-02, 8.157932731544769e-02, -4.546391533100094e-01, -4.619003161947594e-01
3119, 1.072062253952030e-01, 4.026277735829350e-02, 5.785673947051410e-02, -3.243762234843762e-01, -3.294910854818475e-01
3145, 1.136637628078460e-01, 4.135302454233170e-02, 5.880804413805443e-02, -3.491353660111873e-01, -3.540522465669488e-01
3171, 1.203565001487730e-01, 4.244164749979970e-02, 5.497585797207511e-02, -3.544394446934253e-01, -3.586733451509456e-01
3197, 1.272729039192200e-01, 4.353231564164160e-02, 1.977378174026613e-02, -1.439266769435968e-01, -1.452585033097285e-01
3223, 1.344466507434840e-01, 4.461721703410150e-02, -1.600907694550098e-02, 1.254460922482285e-01, 1.264397729441747e-01
3249, 1.419069468975070e-01, 4.568861797451970e-02, -1.414932145994993e-02, 1.129765488411172e-01, 1.138471423423293e-01
3275, 1.496536135673520e-01, 4.674641042947770e-02, -9.122413040100412e-03, 5.117501245510362e-02, 5.193172890241694e-02
3301, 1.576814949512480e-01, 4.779172688722610e-02, -1.930380865711163e-02, 1.630501156571101e-01, 1.641838915120184e-01
3327, 1.660248339176180e-01, 4.881371930241580e-02, -3.688309589724470e-03, 3.020828869302186e-02, 3.043257474652476e-02
3353, 1.746245622634890e-01, 4.983090236783030e-02, -1.665370829101621e-02, 1.341067212464659e-01, 1.351321590906309e-01
3379, 1.835020482540130e-01, 5.083692073822020e-02, -1.285278729925806e-02, 1.285990695973697e-01, 1.292320857298026e-01
3405, 1.926559209823610e-01, 5.183169245719910e-02, -1.036285355618942e-02, 9.169477486470778e-02, 9.227684359016822e-02
3431, 2.020680904388430e-01, 5.282276868820190e-02, -9.039047756924002e-03, 9.154758215458271e-02, 9.199203217291367e-02
3457, 2.117756903171540e-01, 5.379525944590570e-02, -5.348204167139796e-03, 4.251543102156186e-02, 4.283499700045884e-02
3483, 2.217475175857540e-01, 5.476229265332220e-02, -1.502483068334892e-02, 1.637400673286852e-01, 1.644274483629440e-01
3509, 2.320270836353300e-01, 5.570466443896290e-02, -1.110523474976333e-02, 1.275104548092367e-01, 1.279928381884789e-01
3535, 2.426079511642460e-01, 5.662427470088010e-02, -2.094620652215593e-02, 2.345330463187825e-01, 2.354626073326419e-01
3561, 2.535301446914670e-01, 5.749983713030820e-02, -2.090830053451229e-02, 3.011391377767448e-01, 3.018561698865349e-01
3587, 2.647941112518310e-01, 5.832639336586000e-02, -1.312900654029087e-02, 1.852654020615740e-01, 1.857299038375845e-01
3613, 2.764054536819460e-01, 5.909530073404310e-02, -1.097560315313067e-02, 1.569326989575779e-01, 1.573128403789472e-01
3639, 2.883291840553280e-01, 5.982166528701780e-02, -5.801330465329166e-03, 1.173440710704223e-01, 1.174825122078878e-01
3665, 3.005529642105100e-01, 6.050977110862730e-02, -3.046760236035079e-03, 4.331843155011673e-02, 4.341970665637391e-02
3691, 3.130726814270020e-01, 6.115816161036490e-02, -4.262889103801541e-03, 6.859483612340976e-02, 6.872179248249108e-02
3717, 3.258830904960630e-01, 6.176609918475150e-02, -4.176962177041187e-03, 1.062142523064702e-01, 1.062947308044550e-01
3743, 3.389919400215150e-01, 6.232085451483730e-02, -2.179044923405000e-03, 7.456335027762138e-02, 7.459096368579135e-02
3769, 3.523894548416140e-01, 6.282301247119899e-02, -1.682187029092988e-03, 9.510410553533142e-03, 9.563345254415108e-03
3795, 3.660713136196140e-01, 6.326690316200261e-02, -3.680244709213709e-03, 9.295215346800192e-02, 9.302016300046735e-02
3821, 3.800389170646670e-01, 6.363599747419360e-02, -1.260233050683359e-03, 1.538894575748100e-01, 1.538770720798404e-01
3847, 3.942807912826540e-01, 6.392400711774830e-02, 5.034966476461659e-05, 4.967515686575244e-03, 4.965849506350745e-03
3873, 4.087766110897060e-01, 6.414406746625900e-02, -1.484652000025440e-03, -2.371091026662269e-02, -2.369073436700662e-02
3899, 4.235162138938900e-01, 6.428562104702000e-02, -1.567291113698095e-04, 3.814541584351249e-02, 3.814558324666022e-02
3925, 4.384851455688480e-01, 6.435070931911470e-02, 2.659561565266744e-04, 9.757299444933477e-02, 9.757254907099050e-02
3951, 4.536674916744230e-01, 6.432612985372541e-02, 1.807529550599575e-03, 1.011129360131594e-01, 1.011210976702464e-01
3977, 4.690417945384980e-01, 6.418871134519580e-02, -1.079477154513293e-03, -1.107924594886042e-02, -1.109140895885540e-02
4003, 4.845884144306180e-01, 6.395482271909710e-02, -4.530785416318808e-04, 5.171958633907248e-02, 5.170209243788837e-02
4029, 5.002762079238890e-01, 6.360501796007161e-02, 6.427034343195128e-03, 1.407381055137718e-01, 1.408578415170902e-01
4055, 5.160748958587650e-01, 6.313349306583400e-02, -1.182768962000436e-03, -1.683830775851931e-02, -1.686844570746545e-02
4081, 5.319590568542480e-01, 6.254477798938750e-02, -7.080896411811096e-04, 2.747938167009017e-02, 2.742739743250022e-02
4107, 5.478921532630920e-01, 6.183055788278580e-02, 6.772265080108054e-03, 1.135894017669476e-01, 1.137847655276120e-01
4133, 5.638301968574519e-01, 6.098204478621480e-02, 3.470680092026909e-03, 7.046635793299648e-02, 7.054937134052749e-02
4159, 5.797371864318850e-01, 5.999837070703510e-02, 1.870815359006340e-03, 8.093500438213494e-02, 8.088460973692266e-02
4185, 5.956164002418520e-01, 5.890367180109020e-02, 5.317340939938615e-03, 9.231308546764032e-02, 9.245602552039381e-02
4211, 6.114472150802610e-01, 5.770172551274300e-02, 4.429528421489561e-03, 7.534243848641782e-02, 7.545616802361087e-02
4237, 6.271871328353880e-01, 5.638685822486880e-02, -1.485946015689488e-02, -1.387591151769825e-01, -1.395253482106330e-01
4263, 6.428214907646180e-01, 5.496648699045180e-02, -2.403066323924884e-02, -3.000941567220870e-01, -3.010296387806937e-01
4289, 6.584149599075320e-01, 5.347967892885210e-02, -1.230354939626849e-02, -2.254137569158425e-01, -2.255139556448493e-01
4315, 6.737585067749020e-01, 5.185642465949060e-02, -1.484229198196163e-02, -1.335429200793736e-01, -1.343651059302339e-01
4341, 6.888993382453920e-01, 5.012673139572140e-02, -1.357371168314420e-02, -6.954672846254092e-02, -7.062730453952649e-02
4367, 7.042160034179690e-01, 4.843495786190030e-02, -4.481628838941701e-03, -4.589395166244025e-02, -4.610633647649224e-02
4393, 7.193410396575930e-01, 4.666095972061160e-02, -5.234765651836199e-03, -3.884656806939338e-02, -3.919504617726186e-02
4419, 7.341139912605290e-01, 4.475884139537810e-02, -2.836403609179783e-03, -2.602461672648937e-02, -2.617431452817268e-02
4445, 7.489700317382810e-01, 4.287994652986530e-02, -2.458139760016857e-03, -3.059151822818173e-02, -3.065498972491291e-02
4471, 7.636658549308780e-01, 4.095442220568660e-02, -5.293243507598044e-03, -2.748242368714054e-02, -2.794418405550571e-02
4497, 7.780403494834900e-01, 3.894298896193500e-02, -3.455492343479271e-03, -1.634752646341322e-02, -1.667033296916259e-02
4523, 7.922744154930110e-01, 3.690845519304280e-02, 7.217836155650418e-04, -6.532548393605025e-03, -6.361713309225149e-03
4549, 8.063289523124690e-01, 3.484725579619410e-02, -1.985154166501752e-03, -1.741481229615209e-02, -1.751706569458262e-02
4575, 8.201366662979130e-01, 3.274982050061230e-02, -2.311628092889813e-03, -1.043324830351028e-02, -1.066378826729000e-02
4601, 8.336892127990720e-01, 3.062343597412110e-02, -2.692042691714730e-04, -8.775606407580587e-03, -8.710167263539969e-03
4627, 8.470668792724610e-01, 2.849674224853520e-02, -1.621783711336423e-03, -1.182862133936985e-02, -1.193606178005585e-02
4653, 8.601957559585570e-01, 2.635983005166050e-02, -1.651441553540838e-03, -8.720041253258339e-03, -8.872585213728893e-03
4679, 8.730279207229610e-01, 2.421026304364200e-02, -1.409087186012278e-03, -9.326711794179486e-03, -9.431074719281562e-03
4705, 8.855857253074650e-01, 2.206263877451420e-02, -1.546389602756063e-03, -9.142113137079820e-03, -9.271930464515396e-03
4731, 8.978731632232670e-01, 1.992686651647090e-02, -1.493965714731904e-03, -8.434132807222520e-03, -8.565423152724098e-03
4757, 9.098071455955510e-01, 1.779403723776340e-02, -1.594874598624678e-03, -8.759801882952169e-03, -8.903785369906745e-03
4783, 9.214465022087100e-01, 1.568681560456750e-02, -1.603837766246348e-03, -8.388473400967841e-03, -8.540157150076730e-03
4809, 9.327191114425660e-01, 1.359959132969380e-02, -1.514638611882107e-03, -7.860487389870833e-03, -8.004986575272609e-03
4835, 9.435870051383970e-01, 1.153454557061200e-02, -1.784705033613604e-03, -8.204018323977493e-03, -8.393336385970075e-03
4861, 9.540644884109500e-01, 9.505425579845911e-03, -1.376235643244548e-03, -7.035438698084991e-03, -7.168779093766953e-03
4887, 9.641631841659550e-01, 7.525455206632610e-03, -1.734006267277669e-03, -8.373213807238575e-03, -8.550468113389843e-03
4913, 9.738758206367490e-01, 5.604205187410120e-03, -1.410906635057401e-03, -6.424006046973693e-03, -6.576024155429252e-03
4939, 9.830872416496280e-01, 3.729917574673890e-03, -1.517333800752365e-03, -7.581899682136063e-03, -7.732163796983111e-03
4965, 9.918504953384401e-01, 1.925029675476250e-03, -5.256322609784150e-03, -1.973552774481547e-02, -2.039501349838189e-02
4991, 1.000000000000000e+00, 1.699999993434180e-04, -3.100807051614939e-03, 3.074876459088059e-01, -3.044537702673844e-01
