"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
935, 3.590588271617890e-01, -5.778745934367180e-02, -1.189780480185208e-02, 4.128679325407436e-06, -1.909379208869665e-05, 3.057002018809226e-08, -4.542106720214951e-05, 1.266728377123461e-02, -3.440595024014805e+00, -3.440605497765337e+00
961, 3.418258726596830e-01, -5.776616930961610e-02, -1.132772860908567e-02, 3.848136946557341e-06, -1.395101453056923e-05, 3.186377171083647e-08, -5.025431582388322e-05, -3.394846501452817e-02, -3.444694075379831e+00, -3.444847732198901e+00
987, 3.249974250793460e-01, -5.754758045077320e-02, -1.078835511016908e-02, 3.843340545419542e-06, -5.083652139654140e-06, 4.212106763221622e-08, -5.530562598847500e-05, -7.003188915162593e-02, -3.404817435788439e+00, -3.405533859358865e+00
1013, 3.086399734020230e-01, -5.713268741965290e-02, -9.987009818606707e-03, 3.803886593620543e-06, -5.694472260811509e-07, 3.273324378999415e-08, -5.687965312905192e-05, -1.121570394603908e-01, -3.354014006070218e+00, -3.355874559408277e+00
1039, 2.927811741828920e-01, -5.656399205327030e-02, -8.790078678940810e-03, 3.870263627368832e-06, 6.974744407546989e-06, 4.367104876074111e-08, -5.528549862602102e-05, -1.335930123956126e-01, -3.207726914710046e+00, -3.210504035903443e+00
1065, 2.774220108985900e-01, -5.587914213538170e-02, -8.098269830839003e-03, 3.714981572343640e-06, 5.427132428849142e-06, 3.332221721817431e-08, -5.514389095260437e-05, -1.562479634692466e-01, -3.100166227513967e+00, -3.104095362031295e+00
1091, 2.625653147697450e-01, -5.509970337152480e-02, -7.675822194642351e-03, 3.731044318320480e-06, 6.715769341177490e-06, 4.001128948529414e-08, -5.691225323885453e-05, -1.683441242693950e-01, -3.004336994963214e+00, -3.009049421074913e+00
1117, 2.482267022132870e-01, -5.422909930348400e-02, -7.126332551238823e-03, 4.652639509436716e-06, 1.942683343003657e-05, 5.028351212103292e-08, -5.857169956328604e-05, -1.900386579778129e-01, -2.934410653760514e+00, -2.940557850188942e+00
1143, 2.344165146350860e-01, -5.327359586954120e-02, -6.878342248250445e-03, 3.928671369101982e-06, 1.107465827732691e-05, 2.960132535553963e-08, -5.631830113476443e-05, -2.042036041882906e-01, -2.802934185060951e+00, -2.810362579608351e+00
1169, 2.210974693298340e-01, -5.226382613182070e-02, -6.139535070502725e-03, 3.946024750058792e-06, 1.317491421131980e-05, 3.120572188589202e-08, -5.295097692520888e-05, -2.117988231318512e-01, -2.689811945887879e+00, -2.698137660433299e+00
1195, 2.082438766956330e-01, -5.121721699833870e-02, -5.889280987287767e-03, 4.364620543386216e-06, 1.717251133017717e-05, 4.492629905674377e-08, -5.384632788946258e-05, -2.142682577685272e-01, -2.601897351007213e+00, -2.610695651474400e+00
1221, 1.958884000778200e-01, -5.011982470750810e-02, -5.808211580360497e-03, 4.293415976940399e-06, 1.546376293338928e-05, 2.802041155866388e-08, -5.400967185812137e-05, -2.333909623447333e-01, -2.534222090954808e+00, -2.544946434860783e+00
1247, 1.840233504772190e-01, -4.897923022508620e-02, -5.012136501019995e-03, 4.174642078813467e-06, 1.626973522367025e-05, 2.905645139616600e-08, -4.987631762219940e-05, -2.357414658168042e-01, -2.413637448271383e+00, -2.425121095299252e+00
1273, 1.725961565971370e-01, -4.781839996576310e-02, -4.245350401543811e-03, 5.094650074392680e-06, 2.453302087441392e-05, 4.441025610405787e-08, -4.836675845899057e-05, -2.380245856821257e-01, -2.333919729926124e+00, -2.346017333943476e+00
1299, 1.616173982620240e-01, -4.663335904479030e-02, -4.114279070910921e-03, 4.944964703408966e-06, 2.232096733832591e-05, 3.570692717088212e-08, -4.798787473266330e-05, -2.478774831765691e-01, -2.254554269908045e+00, -2.268135489934249e+00
1325, 1.511152982711790e-01, -4.541423544287680e-02, -4.235655788149130e-03, 4.111029125854842e-06, 1.507314558469006e-05, 2.580112034274656e-08, -4.749301817166757e-05, -2.524265349113223e-01, -2.171991066837079e+00, -2.186599117557436e+00
1351, 1.410477757453920e-01, -4.417625442147250e-02, -3.724215537056828e-03, 5.770090462805707e-06, 2.705421703564076e-05, 4.072814657514381e-08, -4.612556713226343e-05, -2.625780331203136e-01, -2.109131335077167e+00, -2.125401996448767e+00
1377, 1.314679384231570e-01, -4.290277510881420e-02, -3.442233997342488e-03, 4.465236901172057e-06, 1.785807035556202e-05, 2.068647911642739e-08, -4.246077558719918e-05, -2.678855131723645e-01, -1.999016292795187e+00, -2.016881975495000e+00
1403, 1.222792565822600e-01, -4.162334650754930e-02, -3.072739579430476e-03, 4.886499288432357e-06, 2.039259985858353e-05, 3.172864657771075e-08, -4.121932841152680e-05, -2.640645072755445e-01, -1.914513211654578e+00, -1.932614040092613e+00
1429, 1.134960949420930e-01, -4.033208265900610e-02, -2.768917038085497e-03, 6.292778649310743e-06, 2.796158954688856e-05, 3.808525887823559e-08, -4.160332585798564e-05, -2.754677363166200e-01, -1.863643197197346e+00, -1.883872852853941e+00
1455, 1.051684617996220e-01, -3.901563584804530e-02, -2.552538973686504e-03, 5.111768337275540e-06, 2.064944139110242e-05, 2.116697142944074e-08, -3.838246608706707e-05, -2.818812056889945e-01, -1.780375484362544e+00, -1.802542679902164e+00
1481, 9.719923138618471e-02, -3.769797086715700e-02, -2.214055734369757e-03, 5.465996484447032e-06, 2.211559896030829e-05, 3.000576059830978e-08, -3.672311342953389e-05, -2.766965567847025e-01, -1.684314229536107e+00, -1.706857432443018e+00
1507, 8.964005112648010e-02, -3.636518120765690e-02, -1.905674927284422e-03, 6.531708230754734e-06, 2.664457579496533e-05, 3.094680657800200e-08, -3.641818503628872e-05, -2.857128246019636e-01, -1.618343213551204e+00, -1.643349841816962e+00
1533, 8.247101306915280e-02, -3.502155095338820e-02, -1.937640698573229e-03, 5.944936834083501e-06, 2.271409755583428e-05, 2.814094089713091e-08, -3.568435361011148e-05, -2.856591728256325e-01, -1.547501666697194e+00, -1.573603292455114e+00
1559, 7.564741373062130e-02, -3.367514535784720e-02, -1.770132536846439e-03, 6.311119085130169e-06, 2.353949502002529e-05, 2.345564593827465e-08, -3.410399488746504e-05, -2.924517710513874e-01, -1.483748222707438e+00, -1.512271249413326e+00
1585, 6.917616724967959e-02, -3.232324495911600e-02, -1.314874819784154e-03, 6.441955198716203e-06, 2.398461554868746e-05, 2.476036963540335e-08, -3.043876184416240e-05, -2.877685234811614e-01, -1.393817819902819e+00, -1.423185815638513e+00
1611, 6.298619508743290e-02, -3.097752667963500e-02, -1.173557194321261e-03, 6.625703085998155e-06, 2.369958856673501e-05, 2.734590737058841e-08, -2.991624465239571e-05, -2.838255757138663e-01, -1.321309413254551e+00, -1.351403339483617e+00
1637, 5.711802840232850e-02, -2.962872758507730e-02, -1.146402308519476e-03, 6.675839567770996e-06, 2.251152502556790e-05, 2.237922609371996e-08, -3.014612877432510e-05, -2.902850469967395e-01, -1.261971200481816e+00, -1.294887952377104e+00
1663, 5.161416530609130e-02, -2.826815843582150e-02, -9.074634373103328e-04, 7.020733498685294e-06, 2.287409902719217e-05, 2.223717829462743e-08, -2.885484345725922e-05, -2.935662016725139e-01, -1.194469043958049e+00, -1.229970292095369e+00
1689, 4.642483592033390e-02, -2.690353803336620e-02, -6.783234194766043e-04, 7.779063982437120e-06, 2.429509708642481e-05, 2.506745179658317e-08, -2.834470209701917e-05, -2.945566239465365e-01, -1.125573492691800e+00, -1.163418412062551e+00
1715, 4.156750440597530e-02, -2.553076110780240e-02, -3.893941331270211e-04, 8.262340967021768e-06, 2.469107148567137e-05, 2.195937542588075e-08, -2.697981573541207e-05, -2.982424599132701e-01, -1.061940791319407e+00, -1.102979713169218e+00
1741, 3.698146343231200e-02, -2.415761165320870e-02, -2.138343980742988e-05, 8.633465176815956e-06, 2.491385138665857e-05, 2.288220569474125e-08, -2.455771933499458e-05, -2.932952777558133e-01, -9.857212572221004e-01, -1.028379828657296e+00
1767, 3.265759348869320e-02, -2.278346754610540e-02, 1.433856044306594e-04, 9.062832059156000e-06, 2.467377541802401e-05, 2.393204614978070e-08, -2.480269974991267e-05, -2.836873368467062e-01, -8.964446371226066e-01, -9.401999041950467e-01
1793, 2.861636877059940e-02, -2.140477113425730e-02, 2.083942835864388e-04, 9.742529861702910e-06, 2.461722047876354e-05, 2.265581460788955e-08, -2.645105582583617e-05, -2.848293486603997e-01, -8.298513606315444e-01, -8.773061559481466e-01
1819, 2.490270137786870e-02, -2.001537941396240e-02, 4.702653870059638e-04, 1.017106477312050e-05, 2.415552151199946e-05, 1.887891531832999e-08, -2.543435114384941e-05, -2.881534033339886e-01, -7.704152694498115e-01, -8.224839502234194e-01
1845, 2.143678069114690e-02, -1.862346194684510e-02, 7.238841203781000e-04, 1.103145808447528e-05, 2.472678234791637e-05, 2.313724726021110e-08, -2.524872007706178e-05, -2.759555614293401e-01, -6.921933331216493e-01, -7.450908684566869e-01
1871, 1.820489764213560e-02, -1.722909882664680e-02, 8.385298699872890e-04, 1.156064804268597e-05, 2.389704002649180e-05, 2.000915959266905e-08, -2.834048212268386e-05, -2.669767088379554e-01, -6.142748602942326e-01, -6.697142537574701e-01
1897, 1.524919271469120e-02, -1.582761853933330e-02, 1.046033410613191e-03, 1.254142523510447e-05, 2.380631238731911e-05, 1.987710063598851e-08, -3.024844356597561e-05, -2.650763316368420e-01, -5.534317833432268e-01, -6.135646170727591e-01
1923, 1.256430149078370e-02, -1.441901084035630e-02, 1.306765559245114e-03, 1.374770252260631e-05, 2.358873039928009e-05, 1.947239638375290e-08, -3.285081271144176e-05, -2.595778547992383e-01, -4.853008923680851e-01, -5.502854167263512e-01
1949, 1.017087697982790e-02, -1.300184894353150e-02, 1.566678612924413e-03, 1.540329586705461e-05, 2.345719048999451e-05, 2.044689943652768e-08, -3.642029069848688e-05, -2.505852619322463e-01, -4.162089610721224e-01, -4.857117946175180e-01
1975, 8.062899112701419e-03, -1.157660502940420e-02, 1.840319957969348e-03, 1.687123648901930e-05, 2.285563386500808e-05, 1.926521026513610e-08, -3.765849370664423e-05, -2.330660746229849e-01, -3.444265735844225e-01, -4.157345590867443e-01
2001, 6.177186965942380e-03, -1.014706678688530e-02, 2.084575057077721e-03, 1.816812330352495e-05, 2.222757091468973e-05, 1.954326183326536e-08, -3.601565190030961e-05, -2.083459155685602e-01, -2.777565227832753e-01, -3.470691979598625e-01
2027, 4.468053579330440e-03, -8.714943192899231e-03, 2.290658363008592e-03, 1.978480346823710e-05, 2.125115118908552e-05, 1.993757594339533e-08, -3.401874570791915e-05, -1.719073512468205e-01, -2.015012046438511e-01, -2.647366033668815e-01
2053, 3.018766641616820e-03, -7.276044692844150e-03, 2.441742977492548e-03, 2.197949905069515e-05, 1.907521979129208e-05, 1.881730461743516e-08, -2.589417986368928e-05, -1.278953102347051e-01, -1.230564543444933e-01, -1.773296816014712e-01
2079, 1.912891864776610e-03, -5.828497931361200e-03, 2.586926895413411e-03, 2.493161553073600e-05, 1.606113289150967e-05, 1.863942233835642e-08, -1.238665618286227e-05, -6.219033146494533e-02, -4.782689167026195e-02, -7.822429707523181e-02
2105, 1.121968030929570e-03, -4.374681971967220e-03, 2.615151266483208e-03, 2.708172903117696e-05, 1.261057278783540e-05, 1.836564233976823e-08, -1.804657575193408e-06, 9.119768980511920e-03, 2.409867072446612e-03, 9.275829237023414e-03
2131, 5.391836166381840e-04, -2.918316749855880e-03, 2.556547886369416e-03, 2.859014360668551e-05, 9.171027990259506e-06, 1.864471026082838e-08, 3.023403159509216e-06, 6.262597672822154e-02, 2.273881044107744e-02, 6.658715283103393e-02
2157, 1.753866672515870e-04, -1.459796912968160e-03, 2.488326650212477e-03, 2.976296933964668e-05, 5.441224339657490e-06, 1.796661056487467e-08, 1.283576423746839e-05, 8.797651231228115e-02, 2.245577781712125e-02, 9.059216876241412e-02
2183, 0.000000000000000e+00, 0.000000000000000e+00, 2.382400725130828e-03, 2.743668586038396e-05, 7.228026078519923e-07, 1.671310229734412e-08, 1.742252813962916e-05, 5.295999824326238e-02, 1.740086785759242e-02, 5.340661532229390e-02
2209, 1.051127910614010e-04, 1.165737863630060e-03, 2.345174852088897e-03, 2.444778421527382e-05, -3.577379470263469e-06, 1.499506040586078e-08, 1.403580580995892e-05, -1.034377855165571e-02, 1.316825707858404e-02, -1.216126241798166e-02
2235, 3.451704978942870e-04, 2.330780262127520e-03, 2.406229012575194e-03, 2.395798974383438e-05, -6.370920088383729e-06, 1.521084813186457e-08, 1.083441159835030e-05, -8.795119635222975e-02, 4.107208068372442e-02, -9.560898960812225e-02
2261, 7.326900959014890e-04, 3.494375152513380e-03, 2.448273274530132e-03, 2.304627030617444e-05, -9.109147349308341e-06, 1.680795151348217e-08, 9.839764468783183e-06, -1.740644289946298e-01, 9.695832325603360e-02, -1.976401569989518e-01
2287, 1.276999711990360e-03, 4.656096920371060e-03, 2.476332739179298e-03, 2.218738664830953e-05, -1.167388418170310e-05, 1.728880822270016e-08, 5.778109329749678e-06, -2.459265195926377e-01, 1.606266285465980e-01, -2.926049285907838e-01
2313, 1.973092555999760e-03, 5.815388169139620e-03, 2.410063924222109e-03, 2.096948062756777e-05, -1.407902857360492e-05, 1.700502252817425e-08, 4.821180796056339e-06, -2.930669594376035e-01, 2.263697718986682e-01, -3.696814844849841e-01
2339, 2.858132123947140e-03, 6.970721762627360e-03, 2.389585203088259e-03, 1.956415584298071e-05, -1.636150166419232e-05, 1.603096743234887e-08, 4.452832109477211e-06, -2.995200454304094e-01, 2.709492711271537e-01, -4.037140883663078e-01
2365, 3.939032554626460e-03, 8.121287450194361e-03, 2.403511181677948e-03, 1.824687463676597e-05, -1.808712750849170e-05, 1.738318956684602e-08, 3.074724136651328e-06, -2.905814925859382e-01, 3.092731037762890e-01, -4.242383660908975e-01
2391, 5.185037851333620e-03, 9.267500601708891e-03, 2.401321827240074e-03, 1.723718824011732e-05, -1.906715041410678e-05, 1.857073483240042e-08, 9.250882495484656e-07, -2.902463128384810e-01, 3.512742911503596e-01, -4.554443269458277e-01
2417, 6.539613008499150e-03, 1.041201036423440e-02, 2.529634689855663e-03, 1.687626352440991e-05, -2.011241919764107e-05, 1.777772413184964e-08, 4.605475079038895e-07, -2.903806137380198e-01, 3.799361328504792e-01, -4.779409786062661e-01
2443, 7.984459400177000e-03, 1.155596133321520e-02, 2.494933909785017e-03, 1.589627021284491e-05, -2.047549218209282e-05, 1.885211945287550e-08, 9.018381954498282e-07, -3.250004769274042e-01, 4.668214404850380e-01, -5.684310488345840e-01
2469, 9.577721357345579e-03, 1.269672065973280e-02, 2.576756350129987e-03, 1.502727484475152e-05, -2.140417887257840e-05, 1.977847884362328e-08, 1.852993302840551e-06, -3.314113868270027e-01, 5.258426383554495e-01, -6.212227986302312e-01
2495, 1.134461164474490e-02, 1.383305341005330e-02, 2.605001831639008e-03, 1.393924014564829e-05, -2.188610736797174e-05, 1.966512945770511e-08, 2.234590330886215e-06, -3.284362138801869e-01, 5.722089400193099e-01, -6.595130716074218e-01
2521, 1.328635215759280e-02, 1.496464014053340e-02, 2.628561890139583e-03, 1.305107870419671e-05, -2.249362449753034e-05, 2.033196868446169e-08, 1.841191603851078e-06, -3.199027893782012e-01, 6.124189016730033e-01, -6.907345240456084e-01
2547, 1.542121171951290e-02, 1.608993858098980e-02, 2.685022400501415e-03, 1.222483070698853e-05, -2.302476274130213e-05, 2.088767844679834e-08, 1.207895686720744e-06, -3.052401312710117e-01, 6.404767381569213e-01, -7.093301116899278e-01
2573, 1.774638891220090e-02, 1.720915734767910e-02, 2.730408043822742e-03, 1.146340603548102e-05, -2.329450906721074e-05, 2.226897117858266e-08, 6.466770757397082e-07, -3.018213076037059e-01, 6.899101426460348e-01, -7.528618103532022e-01
2599, 2.023851871490480e-02, 1.832416467368600e-02, 2.769991138454267e-03, 1.130728198191837e-05, -2.460811316884723e-05, 2.436701769423300e-08, -1.612136464812637e-07, -3.002256071852635e-01, 7.388852457332119e-01, -7.973766905448125e-01
2625, 2.291005849838260e-02, 1.943397335708140e-02, 2.665048720376114e-03, 1.029104023544915e-05, -2.385825147758203e-05, 2.335992659232895e-08, -1.005981776658123e-06, -2.917029234891091e-01, 7.709723317447786e-01, -8.241579537347653e-01
2651, 2.576607465744020e-02, 2.053830586373810e-02, 2.561057669111338e-03, 9.796012428866990e-06, -2.408500134450116e-05, 2.367585634410219e-08, -2.034182221111749e-06, -2.847029014451304e-01, 8.022541873338686e-01, -8.511457966816889e-01
2677, 2.879580855369570e-02, 2.163846604526040e-02, 2.437242674459771e-03, 9.379968797439814e-06, -2.420656306163378e-05, 2.415466266561033e-08, -3.530849927036526e-06, -2.780017037374991e-01, 8.308957426738757e-01, -8.760524534422722e-01
2703, 3.199326992034910e-02, 2.273553423583510e-02, 2.377724911969030e-03, 9.018181748872018e-06, -2.434608327681912e-05, 2.447839539319164e-08, -4.892417443224591e-06, -2.645641091580033e-01, 8.366162741880704e-01, -8.773507306648550e-01
2729, 3.537228703498840e-02, 2.382827177643780e-02, 2.434871635000064e-03, 8.987474847207028e-06, -2.536697049155680e-05, 2.741208307128247e-08, -5.208115056774916e-06, -2.500088333178647e-01, 8.365045138520338e-01, -8.729648675711464e-01
2755, 3.891497850418090e-02, 2.491953969001770e-02, 2.599674200321403e-03, 8.745887070533646e-06, -2.555155388012544e-05, 2.649975177257402e-08, -3.747082392847089e-06, -2.359491540355678e-01, 8.144848544262201e-01, -8.479105940626512e-01
2781, 4.259017109870910e-02, 2.601420320570470e-02, 2.812035912274045e-03, 8.430519847667284e-06, -2.583376998670065e-05, 3.001269660008245e-08, 1.896825860005387e-07, -2.371882993887849e-01, 8.563876393426155e-01, -8.885642313034088e-01
2807, 4.645630717277530e-02, 2.710510604083540e-02, 2.872434691186550e-03, 8.068017903015601e-06, -2.599147489779458e-05, 3.363134943972649e-08, 4.194986883157643e-06, -2.466469742291530e-01, 9.421915216486364e-01, -9.738533983884745e-01
2833, 5.049252510070800e-02, 2.819604612886910e-02, 2.727066842059761e-03, 7.384283112488649e-06, -2.490665980705897e-05, 3.378498720661737e-08, 7.448552407949657e-06, -2.611808242367737e-01, 1.035649680162372e+00, -1.068000228472114e+00
2859, 5.469727516174320e-02, 2.928791008889680e-02, 2.365860723464196e-03, 7.266315088919493e-06, -2.564326918151937e-05, 3.342070282956816e-08, 7.074187489846901e-06, -2.793855494424525e-01, 1.150955930450474e+00, -1.184316539416042e+00
2885, 5.909299850463870e-02, 3.037821687757970e-02, 1.698957092205825e-03, 7.422863622425243e-06, -2.698010791880881e-05, 3.383976159250451e-08, 1.399117001092707e-06, -2.932436130820899e-01, 1.261127316747112e+00, -1.294700908818200e+00
