"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
285, 8.049457669258120e-01, -8.241767995059490e-03, 4.623377609010768e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.060463376184375e+05, 0.000000000000000e+00, 4.241853504737498e+04, 3.196146265177177e+02, 0.000000000000000e+00, 2.308972853514687e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.937288069581220e-05, 1.440694289714000e-03, 1.605063884383634e-04, -5.546641604362138e+01, 1.877998001148097e+00, 0.000000000000000e+00
311, 7.863141298294070e-01, -1.036873925477270e-02, 4.596601150230891e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.054161567873219e+05, 0.000000000000000e+00, 4.216646271492875e+04, 3.195660937834637e+02, 0.000000000000000e+00, 2.149047005614657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.937065450320835e-05, 1.464049949659238e-03, 1.738090224639126e-04, -5.788093744380556e+01, 1.889044808268747e+00, 0.000000000000000e+00
337, 7.678796052932740e-01, -1.264218706637620e-02, 4.564697966373396e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.046652966174881e+05, 0.000000000000000e+00, 4.186611864699525e+04, 3.195074568662059e+02, 0.000000000000000e+00, 1.958495431549088e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.936796460910250e-05, 1.499107633033030e-03, 1.891242595934386e-04, -6.141262325183401e+01, 1.905172218212255e+00, 0.000000000000000e+00
363, 7.495508193969730e-01, -1.500672101974490e-02, 4.530751881707170e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.038659642199621e+05, 0.000000000000000e+00, 4.154638568798485e+04, 3.194429547470003e+02, 0.000000000000000e+00, 1.755642686564741e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.936500537382559e-05, 1.544124448144129e-03, 2.032117766900743e-04, -6.701185401719802e+01, 1.926856893367692e+00, 0.000000000000000e+00
389, 7.313483357429500e-01, -1.744982041418550e-02, 4.494512591921410e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.030128118055213e+05, 0.000000000000000e+00, 4.120512472220853e+04, 3.193735728788583e+02, 0.000000000000000e+00, 1.539131620961766e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.936182193444685e-05, 1.595775654050568e-03, 2.166301397517201e-04, -7.383023422719901e+01, 1.951729025860290e+00, 0.000000000000000e+00
415, 7.132214307785030e-01, -1.993851736187930e-02, 4.457540057143956e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.021423663642137e+05, 0.000000000000000e+00, 4.085694654568547e+04, 3.193015281969941e+02, 0.000000000000000e+00, 1.318231970609958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.935851595497151e-05, 1.650256129858083e-03, 2.289856154636820e-04, -8.139387314038100e+01, 1.976018260175669e+00, 0.000000000000000e+00
441, 6.951977014541630e-01, -2.246599644422530e-02, 4.416893459544081e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.011859922954986e+05, 0.000000000000000e+00, 4.047439691819944e+04, 3.192227304143886e+02, 0.000000000000000e+00, 1.075525550013029e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.935489966679506e-05, 1.709198018345280e-03, 2.421219255981442e-04, -8.977003580911571e+01, 2.002709951316857e+00, 0.000000000000000e+00
467, 6.773055195808410e-01, -2.502630092203620e-02, 4.376423496404110e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.002338700248950e+05, 0.000000000000000e+00, 4.009354800995799e+04, 3.191431258079915e+02, 0.000000000000000e+00, 8.338981410021364e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.935124590188952e-05, 1.769083431925284e-03, 2.535734867836849e-04, -9.939308997144460e+01, 2.027753272496355e+00, 0.000000000000000e+00
493, 6.594728827476500e-01, -2.758665196597580e-02, 4.333066494824746e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.921434723601732e+04, 0.000000000000000e+00, 3.968573889440692e+04, 3.190578705186880e+02, 0.000000000000000e+00, 5.751659828436118e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.934733227621091e-05, 1.830917813681113e-03, 2.649134233813709e-04, -1.101921279647388e+02, 2.052237257673919e+00, 0.000000000000000e+00
519, 6.418011188507080e-01, -3.016339242458340e-02, 4.275006029956965e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.785103454099604e+04, 0.000000000000000e+00, 3.914041381639841e+04, 3.189473709332217e+02, 0.000000000000000e+00, 2.291876097499930e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.934225904591223e-05, 1.922429285431086e-03, 2.822560625064559e-04, -1.266220533250280e+02, 2.090169961357967e+00, 0.000000000000000e+00
545, 6.243042349815370e-01, -3.275020420551300e-02, 4.223449376271164e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.663796128616970e+04, 0.000000000000000e+00, 3.865518451446787e+04, 3.188385335621672e+02, 0.000000000000000e+00, -7.866334233232224e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.933726127997310e-05, 2.024022745716904e-03, 2.898331586953858e-04, -1.480119045625216e+02, 2.130813849150545e+00, 0.000000000000000e+00
571, 6.065399646759030e-01, -3.521266952157020e-02, 4.185333124763114e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.573267508912545e+04, 0.000000000000000e+00, 3.829307003565017e+04, 3.187282077722044e+02, 0.000000000000000e+00, -3.084047998726924e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.933219430432433e-05, 2.108733919285124e-03, 2.898138951606685e-04, -1.614783048892425e+02, 2.163962444816305e+00, 0.000000000000000e+00
597, 5.888153314590450e-01, -3.762762248516080e-02, 4.135584542547949e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.455699057867570e+04, 0.000000000000000e+00, 3.782279623147027e+04, 3.186009562011014e+02, 0.000000000000000e+00, -6.067673220455106e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.932634889327196e-05, 2.185259630961159e-03, 2.994496070281924e-04, -1.695287028182896e+02, 2.189624663030163e+00, 0.000000000000000e+00
623, 5.713157057762150e-01, -4.003950580954550e-02, 4.077840587092575e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.319372234613067e+04, 0.000000000000000e+00, 3.727748893845226e+04, 3.184540314551161e+02, 0.000000000000000e+00, -9.527344115537512e-02, 0.000000000000000e+00, 0.000000000000000e+00, 1.931959834020573e-05, 2.285997420407534e-03, 3.101065841020140e-04, -1.852037053200708e+02, 2.224407742486793e+00, 0.000000000000000e+00
649, 5.538190603256230e-01, -4.237503558397290e-02, 4.017853831893874e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.177853668818987e+04, 0.000000000000000e+00, 3.671141467527594e+04, 3.183005085237542e+02, 0.000000000000000e+00, -1.311876986362785e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.931254298210414e-05, 2.404725697879796e-03, 3.153487742812994e-04, -2.086715803318981e+02, 2.263921880795554e+00, 0.000000000000000e+00
675, 5.363336801528930e-01, -4.462694749236110e-02, 3.954462057088614e-01, 0.000000000000000e+00, 0.000000000000000e+00, 9.028391234971362e+04, 0.000000000000000e+00, 3.611356493988544e+04, 3.181363501203582e+02, 0.000000000000000e+00, -1.691179327564908e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.930499699285754e-05, 2.536544161921676e-03, 3.183943552404311e-04, -2.367454956365428e+02, 2.306029197386438e+00, 0.000000000000000e+00
701, 5.188096761703490e-01, -4.676951467990880e-02, 3.890387944986189e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.877397611355013e+04, 0.000000000000000e+00, 3.550959044542004e+04, 3.179677676285889e+02, 0.000000000000000e+00, -2.074367487090404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.929724563277034e-05, 2.673867366686018e-03, 3.167090793488685e-04, -2.691024655240467e+02, 2.348361178676489e+00, 0.000000000000000e+00
