"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          29,      -2.041397725,      0.3049712463,      0.2918842123,       3.408520352,      -5.574075702,       15761.82561,      0.1067153894,     0.02657699424,                 0,                 0,                 0,     0.06675665842,      0.1067153894,     0.02657699424,                 0,      0.2490455631,   0.0006145570265
          0,           0,          30,      -2.031906137,      0.3125682621,      0.3001549364,       3.417198531,      -5.562108216,       15761.82561,      0.1071553689,     0.02801553407,                 0,                 0,                 0,     0.06781697783,      0.1071553689,     0.02801553407,                 0,      0.2614477869,   0.0006145570265
          0,           0,          31,      -2.022652673,       0.318865057,      0.3061866276,       3.425388953,      -5.550066047,       15761.82561,      0.1077658862,     0.02945888161,                 0,                 0,                 0,     0.06886721649,      0.1077658862,     0.02945888161,                 0,      0.2733599904,   0.0006145570265
          0,           0,          32,      -2.013666902,      0.3241763159,      0.3103176508,        3.43315264,      -5.538093625,       15761.82561,       0.108510459,     0.03092755618,                 0,                 0,                 0,     0.06995644665,       0.108510459,     0.03092755618,                 0,      0.2850191259,   0.0006145570265
          0,           0,          33,      -2.004961634,       0.329054779,      0.3131135864,       3.440603828,      -5.526421333,       15761.82561,      0.1093465102,     0.03244468267,                 0,                 0,                 0,     0.07112827839,      0.1093465102,     0.03244468267,                 0,      0.2967143862,   0.0006145570265
          0,           0,          34,      -1.996566709,      0.3341463924,      0.3152574699,       3.447849395,      -5.515179521,       15761.82561,      0.1102245773,     0.03404081256,                 0,                 0,                 0,     0.07241871903,      0.1102245773,     0.03404081256,                 0,      0.3088314186,   0.0006145570265
          0,           0,          35,      -1.988530042,      0.3400084485,      0.3174164013,       3.454935956,      -5.504361032,       15761.82561,      0.1110883437,     0.03575625177,                 0,                 0,                 0,     0.07385435288,      0.1110883437,     0.03575625177,                 0,      0.3218722196,   0.0006145570265
          0,           0,          36,      -1.980911954,      0.3469152047,      0.3200855473,       3.461818551,       -5.49410256,       15761.82561,      0.1118764791,     0.03763892151,                 0,                 0,                 0,      0.0754498849,      0.1118764791,     0.03763892151,                 0,      0.3364328392,   0.0006145570265
          0,           0,          37,      -1.973771759,      0.3547369307,      0.3234696027,       3.468371042,      -5.484464816,       15761.82561,      0.1125261577,     0.03974453134,                 0,                 0,                 0,     0.07721010868,      0.1125261577,     0.03974453134,                 0,      0.3532025987,   0.0006145570265
          0,           0,          38,      -1.967157767,      0.3629367771,      0.3274532645,       3.474421564,      -5.475495917,       15761.82561,      0.1129777457,     0.04213262165,                 0,                 0,                 0,     0.07913137019,      0.1129777457,     0.04213262165,                 0,      0.3729285036,   0.0006145570265
          0,           0,          39,      -1.961102067,      0.3706900077,      0.3316449531,       3.479788303,      -5.467238834,       15761.82561,      0.1131795417,     0.04486085566,                 0,                 0,                 0,     0.08120364369,      0.1131795417,     0.04486085566,                 0,      0.3963689462,   0.0006145570265
          0,           0,          40,      -1.955632369,       0.377065842,      0.3354914964,       3.484297355,      -5.459598746,       15761.82561,      0.1130918808,     0.04797738588,                 0,                 0,                 0,     0.08341245789,      0.1130918808,     0.04797738588,                 0,      0.4242336898,   0.0006145570265
          0,           0,          41,      -1.950750209,      0.3812144611,      0.3383941195,       3.487833393,      -5.452443194,       15761.82561,      0.1126899674,     0.05151252773,                 0,                 0,                 0,     0.08574008076,      0.1126899674,     0.05151252773,                 0,      0.4571172477,   0.0006145570265
          0,           0,          42,      -1.946414858,      0.3825128603,       0.339824456,       3.490396438,      -5.445661846,       15761.82561,      0.1119656567,     0.05547502819,                 0,                 0,                 0,     0.08816857674,      0.1119656567,     0.05547502819,                 0,      0.4954646792,   0.0006145570265
          0,           0,          43,      -1.942543224,      0.3806472024,      0.3394038572,       3.492122926,      -5.439265664,       15761.82561,      0.1109274275,      0.0598504103,                 0,                 0,                 0,     0.09068208603,      0.1109274275,      0.0598504103,                 0,       0.539545644,   0.0006145570265
          0,           0,          44,      -1.939050111,      0.3756272891,      0.3369520187,       3.493232696,      -5.433144428,       15761.82561,      0.1095983735,     0.06460022028,                 0,                 0,                 0,     0.09326640621,      0.1095983735,     0.06460022028,                 0,      0.5894268157,   0.0006145570265
          0,           0,          45,      -1.935859326,      0.3677616047,      0.3324987382,        3.49397686,      -5.427283594,       15761.82561,      0.1080129818,      0.0696643505,                 0,                 0,                 0,     0.09590831414,      0.1080129818,      0.0696643505,                 0,      0.6449627567,   0.0006145570265
          0,           0,          46,      -1.932921018,      0.3575942243,      0.3262623977,       3.494577464,      -5.421573447,       15761.82561,       0.106213373,     0.07496592475,                 0,                 0,                 0,     0.09859477166,       0.106213373,     0.07496592475,                 0,      0.7058049532,   0.0006145570265
          0,           0,          47,      -1.930202362,      0.3458402698,       0.318609999,       3.495197297,      -5.415904721,       15761.82561,       0.104246309,     0.08042111823,                 0,                 0,                 0,      0.1013144459,       0.104246309,     0.08042111823,                 0,       0.771452908,   0.0006145570265
          0,           0,          48,      -1.927679195,       0.333303598,       0.309982365,       3.495934864,       -5.41014964,       15761.82561,      0.1021591942,     0.08594210073,                 0,                 0,                 0,      0.1040544161,      0.1021591942,     0.08594210073,                 0,      0.8412566424,   0.0006145570265
          0,           0,          49,      -1.925319206,       0.320781586,      0.3008212805,       3.496850377,      -5.404348908,       15761.82561,     0.09999761123,     0.09144390463,                 0,                 0,                 0,      0.1068000585,     0.09999761123,     0.09144390463,                 0,      0.9144608906,   0.0006145570265
