"PointID","x","y"
4211, 6.114472150802610e-01, 2.620167232734699e-02
4237, 6.271871328353880e-01, 2.521790290509100e-02
4263, 6.428214907646180e-01, 2.419837394549061e-02
4289, 6.584149599075320e-01, 2.319144861969212e-02
4315, 6.737585067749020e-01, 2.212728016521845e-02
4341, 6.888993382453920e-01, 2.104251269114756e-02
4367, 7.042160034179690e-01, 2.010614797787115e-02
4393, 7.193410396575930e-01, 1.918805076135993e-02
4419, 7.341139912605290e-01, 1.823459853981974e-02
4445, 7.489700317382810e-01, 1.742804561504465e-02
4471, 7.636658549308780e-01, 1.668439959725927e-02
4497, 7.780403494834900e-01, 1.594763742639030e-02
4523, 7.922744154930110e-01, 1.529039344001686e-02
4549, 8.063289523124690e-01, 1.469777129846827e-02
4575, 8.201366662979130e-01, 1.414087153635185e-02
4601, 8.336892127990720e-01, 1.360900776405991e-02
4627, 8.470668792724610e-01, 1.311911782149247e-02
4653, 8.601957559585570e-01, 1.262521642291096e-02
4679, 8.730279207229610e-01, 1.208444866983453e-02
4705, 8.855857253074650e-01, 1.147313510710353e-02
4731, 8.978731632232670e-01, 1.075661457075837e-02
4757, 9.098071455955510e-01, 9.877510426402423e-03
4783, 9.214465022087100e-01, 8.849592302413573e-03
4809, 9.327191114425660e-01, 7.693554413583015e-03
4835, 9.435870051383970e-01, 6.505694917005478e-03
4861, 9.540644884109500e-01, 5.436916682689303e-03
4887, 9.641631841659550e-01, 4.592389053885453e-03
4913, 9.738758206367490e-01, 3.906811875596511e-03
4939, 9.830872416496280e-01, 3.074710232928322e-03
4965, 9.918504953384401e-01, 1.827894578843661e-03
4991, 1.000000000000000e+00, 1.699999993434180e-04
