"EVALUATION"    , "BUFFET"        , "DRAG"          , "EFFICIENCY"    , "FORCE_X"       , "FORCE_Y"       , "FORCE_Z"       , "LIFT"          , "MOMENT_X"      , "MOMENT_Y"      , "MOMENT_Z"      , "SIDEFORCE"     , "Time_Iter"     , "Outer_Iter"    , "Inner_Iter"    , "RMS_DENSITY"   , "RMS_MOMENTUM-X", "RMS_MOMENTUM-Y", "RMS_ENERGY"    , "RMS_NU_TILDE"  , "RefForce"      
81              , 0.0006544794297 , 0.007556222913  , 82.33359879     , 0.002366221446  , 0.6221724123    , 0.0             , 0.6221310257    , 0.0             , 0.0             , 0.1236922771    , 0.0             , 0.0             , 0.0             , 8425.0          , -12.00005715    , -10.25111722    , -10.63805917    , -7.548139002    , -14.70550069    , 15761.82561     
82              , 0.0006557595459 , 0.007527250595  , 82.65047816     , 0.003088329604  , 0.622168731     , 0.0             , 0.6221308609    , 0.0             , 0.0             , 0.1282423399    , 0.0             , 0.0             , 0.0             , 9804.0          , -12.00035774    , -10.29884627    , -10.75408565    , -7.701185114    , -14.72477697    , 15761.82561     
83              , 0.0003103491248 , 0.007451726907  , 83.48818229     , 0.008922281883  , 0.6221117821    , 0.0             , 0.6221311344    , 0.0             , 0.0             , 0.1614036608    , 0.0             , 0.0             , 0.0             , 9999.0          , -10.400153      , -8.334309545    , -8.371788554    , -5.016158202    , -12.68768587    , 15761.82561     
84              , 0.0006585533499 , 0.007452682425  , 83.47743104     , 0.004907087144  , 0.6221560692    , 0.0             , 0.6221307833    , 0.0             , 0.0             , 0.1393409119    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.65769772    , -9.989509635    , -10.51910929    , -7.563683505    , -14.34364429    , 15761.82561     
85              , 0.000332433067  , 0.007432927007  , 83.69933428     , 0.006943985302  , 0.6221366918    , 0.0             , 0.6221310423    , 0.0             , 0.0             , 0.1507400529    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.30136522    , -9.65019681     , -9.513924219    , -5.996125479    , -13.89825508    , 15761.82561     
86              , 0.0003434217156 , 0.007438581169  , 83.63572217     , 0.0059812506    , 0.6221468257    , 0.0             , 0.622131108     , 0.0             , 0.0             , 0.1455357753    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.79797761    , -10.13863838    , -10.19519582    , -6.658113404    , -14.36607083    , 15761.82561     
87              , 0.0003340611014 , 0.007433762668  , 83.68996623     , 0.006798413933  , 0.6221386139    , 0.0             , 0.6221313466    , 0.0             , 0.0             , 0.1499593974    , 0.0             , 0.0             , 0.0             , 9315.0          , -12.00013867    , -10.31107997    , -10.19744388    , -6.679485272    , -14.481221      , 15761.82561     
88              , 0.0003326711058 , 0.007432954928  , 83.69899023     , 0.006922757416  , 0.6221367083    , 0.0             , 0.6221308219    , 0.0             , 0.0             , 0.150626179     , 0.0             , 0.0             , 0.0             , 8259.0          , -12.00053724    , -10.3234129     , -10.14386381    , -6.627138815    , -14.45201263    , 15761.82561     
89              , 0.0003325104119 , 0.007432933176  , 83.69928297     , 0.006937084324  , 0.6221369038    , 0.0             , 0.6221311772    , 0.0             , 0.0             , 0.1507030942    , 0.0             , 0.0             , 0.0             , 7623.0          , -12.00066753    , -10.30434329    , -10.13498198    , -6.618161108    , -14.51563138    , 15761.82561     
90              , 0.0003324614466 , 0.007432929604  , 83.69934328     , 0.006941447598  , 0.6221370044    , 0.0             , 0.6221313265    , 0.0             , 0.0             , 0.1507265281    , 0.0             , 0.0             , 0.0             , 7090.0          , -12.00000724    , -10.33225097    , -10.12989205    , -6.613727193    , -14.4538909     , 15761.82561     
91              , 0.0003324429214 , 0.007432926737  , 83.69929881     , 0.00694311376   , 0.6221364152    , 0.0             , 0.622130756     , 0.0             , 0.0             , 0.1507352995    , 0.0             , 0.0             , 0.0             , 6551.0          , -12.00027591    , -10.31615822    , -10.1255352     , -6.610755617    , -14.44360428    , 15761.82561     
92              , 0.0006446783797 , 0.008078760607  , 77.00825787     , -0.0004682588087, 0.6221835556    , 0.0             , 0.6221312801    , 0.0             , 0.0             , 0.1049714945    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.96489606    , -10.2445561     , -10.54187676    , -7.381595006    , -14.77677001    , 15761.82561     
93              , 0.0003420838219 , 0.007438581443  , 83.63571902     , 0.006114927706  , 0.6221455256    , 0.0             , 0.6221311074    , 0.0             , 0.0             , 0.1461865818    , 0.0             , 0.0             , 0.0             , 8983.0          , -12.00031528    , -10.30552074    , -10.32716178    , -6.806218084    , -14.61711165    , 15761.82561     
94              , 0.0003340544198 , 0.007433857107  , 83.68887545     , 0.006802136882  , 0.6221383693    , 0.0             , 0.6221311416    , 0.0             , 0.0             , 0.1499669376    , 0.0             , 0.0             , 0.0             , 6899.0          , -12.00059772    , -10.32168336    , -10.18345026    , -6.661176204    , -14.49233864    , 15761.82561     
95              , 0.000332711356  , 0.007432983294  , 83.69869545     , 0.006919683209  , 0.622136926     , 0.0             , 0.6221310051    , 0.0             , 0.0             , 0.1506076735    , 0.0             , 0.0             , 0.0             , 7289.0          , -12.00029264    , -10.33352306    , -10.13151374    , -6.612209556    , -14.48532341    , 15761.82561     
96              , 0.0003325211144 , 0.007432938375  , 83.6991564      , 0.006936295034  , 0.622136407     , 0.0             , 0.6221306715    , 0.0             , 0.0             , 0.1506981148    , 0.0             , 0.0             , 0.0             , 6612.0          , -12.00071481    , -10.32040055    , -10.13208088    , -6.609936845    , -14.48423703    , 15761.82561     
97              , 0.0003324689541 , 0.007432930484  , 83.69926102     , 0.006940842279  , 0.6221364734    , 0.0             , 0.6221307888    , 0.0             , 0.0             , 0.1507229298    , 0.0             , 0.0             , 0.0             , 6422.0          , -12.0007951     , -10.33618416    , -10.13102918    , -6.610594943    , -14.45497562    , 15761.82561     
98              , 0.0003324516833 , 0.007432928001  , 83.69928791     , 0.006942348927  , 0.6221364485    , 0.0             , 0.6221307808    , 0.0             , 0.0             , 0.1507311384    , 0.0             , 0.0             , 0.0             , 6486.0          , -12.00054687    , -10.29362417    , -10.12846435    , -6.61007075     , -14.54163612    , 15761.82561     
99              , 0.0003324459175 , 0.007432927596  , 83.69931056     , 0.006942848385  , 0.6221365773    , 0.0             , 0.6221309152    , 0.0             , 0.0             , 0.150733899     , 0.0             , 0.0             , 0.0             , 5858.0          , -12.00019629    , -10.30298525    , -10.12492235    , -6.609923622    , -14.47432646    , 15761.82561     
100             , 0.0003324437344 , 0.007432927457  , 83.69931945     , 0.006943037387  , 0.6221366297    , 0.0             , 0.6221309697    , 0.0             , 0.0             , 0.1507349446    , 0.0             , 0.0             , 0.0             , 5165.0          , -12.00064014    , -10.2893003     , -10.12468331    , -6.610103761    , -14.52390048    , 15761.82561     
101             , 0.0003324429633 , 0.007432926363  , 83.69928521     , 0.00694311349   , 0.6221362828    , 0.0             , 0.6221306236    , 0.0             , 0.0             , 0.15073526      , 0.0             , 0.0             , 0.0             , 3845.0          , -12.00060795    , -10.28133218    , -10.12326582    , -6.609494191    , -14.53824533    , 15761.82561     
102             , 0.0003393453215 , 0.007436466556  , 83.65950253     , 0.006315950796  , 0.6221434772    , 0.0             , 0.6221310926    , 0.0             , 0.0             , 0.1474234818    , 0.0             , 0.0             , 0.0             , 9594.0          , -12.00003004    , -10.34144638    , -10.17930825    , -6.644732365    , -14.53472903    , 15761.82561     
103             , 0.0003337802056 , 0.007433480185  , 83.69308254     , 0.00682007458   , 0.6221378974    , 0.0             , 0.6221308706    , 0.0             , 0.0             , 0.150088727     , 0.0             , 0.0             , 0.0             , 8371.0          , -12.0001106     , -10.33446103    , -10.13804201    , -6.613095558    , -14.53780104    , 15761.82561     
104             , 0.0003327337545 , 0.007432946375  , 83.6991029      , 0.006916406203  , 0.6221369004    , 0.0             , 0.6221309434    , 0.0             , 0.0             , 0.15059505      , 0.0             , 0.0             , 0.0             , 6905.0          , -12.00028345    , -10.31023522    , -10.14880652    , -6.62927235     , -14.45124305    , 15761.82561     
105             , 0.0003325629073 , 0.007432927307  , 83.69930411     , 0.006932099301  , 0.6221366252    , 0.0             , 0.6221308431    , 0.0             , 0.0             , 0.1506774663    , 0.0             , 0.0             , 0.0             , 7296.0          , -12.0002048     , -10.30541994    , -10.1342298     , -6.616752082    , -14.52820718    , 15761.82561     
106             , 0.000332501687  , 0.007432927545  , 83.69935907     , 0.006937708295  , 0.6221369911    , 0.0             , 0.6221312716    , 0.0             , 0.0             , 0.150707048     , 0.0             , 0.0             , 0.0             , 6510.0          , -12.00006873    , -10.2748572     , -10.1232783     , -6.608897018    , -14.51868292    , 15761.82561     
107             , 0.0003324706079 , 0.007432926664  , 83.69932062     , 0.006940569501  , 0.6221365996    , 0.0             , 0.622130912     , 0.0             , 0.0             , 0.1507219772    , 0.0             , 0.0             , 0.0             , 5490.0          , -12.00023206    , -10.29873723    , -10.12616786    , -6.612944797    , -14.48984545    , 15761.82561     
108             , 0.0003324563147 , 0.007432926258  , 83.69929583     , 0.006941886541  , 0.6221363667    , 0.0             , 0.6221306938    , 0.0             , 0.0             , 0.1507288347    , 0.0             , 0.0             , 0.0             , 6189.0          , -12.00018723    , -10.2910654     , -10.12462111    , -6.610237878    , -14.48436035    , 15761.82561     
109             , 0.0003324499264 , 0.007432927361  , 83.69932804     , 0.006942464839  , 0.622136692     , 0.0             , 0.6221310255    , 0.0             , 0.0             , 0.150731964     , 0.0             , 0.0             , 0.0             , 5617.0          , -12.00001231    , -10.34617104    , -10.13457386    , -6.608849692    , -14.50625796    , 15761.82561     
110             , 0.0003324454529 , 0.00743292741   , 83.69932472     , 0.006942875865  , 0.6221366667    , 0.0             , 0.6221310049    , 0.0             , 0.0             , 0.1507341172    , 0.0             , 0.0             , 0.0             , 4940.0          , -12.00002838    , -10.33919248    , -10.12963477    , -6.60947659     , -14.47965695    , 15761.82561     
111             , 0.0003324436475 , 0.007432927923  , 83.69934042     , 0.006943037699  , 0.6221368246    , 0.0             , 0.6221311646    , 0.0             , 0.0             , 0.1507350114    , 0.0             , 0.0             , 0.0             , 4209.0          , -12.00005847    , -10.28077165    , -10.11546275    , -6.610363018    , -14.47656975    , 15761.82561     
112             , 0.0003324429863 , 0.007432926127  , 83.69927702     , 0.006943113318  , 0.6221362022    , 0.0             , 0.622130543     , 0.0             , 0.0             , 0.1507352368    , 0.0             , 0.0             , 0.0             , 3550.0          , -12.00039877    , -10.28426056    , -10.12252331    , -6.609216002    , -14.4873885     , 15761.82561     
113             , 0.0003395360793 , 0.007435413249  , 83.67138979     , 0.006266413063  , 0.6221442331    , 0.0             , 0.6221313602    , 0.0             , 0.0             , 0.1472893634    , 0.0             , 0.0             , 0.0             , 8584.0          , -12.00042222    , -10.31356334    , -10.29165275    , -6.766341646    , -14.58700158    , 15761.82561     
114             , 0.0003342355672 , 0.007433488002  , 83.69304996     , 0.006769894451  , 0.6221388577    , 0.0             , 0.6221312827    , 0.0             , 0.0             , 0.1498568822    , 0.0             , 0.0             , 0.0             , 8149.0          , -12.00021077    , -10.33127515    , -10.23519623    , -6.719356863    , -14.50753684    , 15761.82561     
115             , 0.0003329156149 , 0.007432937115  , 83.6991985      , 0.006897459548  , 0.6221370462    , 0.0             , 0.622130879     , 0.0             , 0.0             , 0.1505039485    , 0.0             , 0.0             , 0.0             , 8109.0          , -12.00000159    , -10.32779209    , -10.15090783    , -6.635667846    , -14.46542616    , 15761.82561     
116             , 0.0003326642329 , 0.007432900076  , 83.69966435     , 0.006921748784  , 0.6221371385    , 0.0             , 0.6221312415    , 0.0             , 0.0             , 0.1506271734    , 0.0             , 0.0             , 0.0             , 6759.0          , -12.00074051    , -10.3009539     , -10.13470701    , -6.622240696    , -14.44310931    , 15761.82561     
117             , 0.0003372446808 , 0.007434414493  , 83.68254447     , 0.006449942341  , 0.6221417067    , 0.0             , 0.6221307214    , 0.0             , 0.0             , 0.1483453885    , 0.0             , 0.0             , 0.0             , 9657.0          , -12.00042967    , -10.33729361    , -10.13980766    , -6.619777977    , -14.47874026    , 15761.82561     
118             , 0.0003338982196 , 0.007433062864  , 83.69776162     , 0.006793662846  , 0.6221380344    , 0.0             , 0.6221307237    , 0.0             , 0.0             , 0.1500092103    , 0.0             , 0.0             , 0.0             , 8058.0          , -12.00011057    , -10.30580469    , -10.2591893     , -6.761653672    , -14.53438708    , 15761.82561     
119             , 0.0003331233861 , 0.007432916159  , 83.69943336     , 0.006874061384  , 0.6221372966    , 0.0             , 0.6221308707    , 0.0             , 0.0             , 0.1503971494    , 0.0             , 0.0             , 0.0             , 8195.0          , -12.00030005    , -10.28788723    , -10.15778799    , -6.646677375    , -14.52106864    , 15761.82561     
120             , 0.0003328740614 , 0.007432876511  , 83.69991173     , 0.006899966958  , 0.6221372465    , 0.0             , 0.6221311079    , 0.0             , 0.0             , 0.1505221634    , 0.0             , 0.0             , 0.0             , 7349.0          , -12.00065207    , -10.28926347    , -10.12121934    , -6.610503189    , -14.53398885    , 15761.82561     
121             , 0.0003350525069 , 0.007432353467  , 83.70584898     , 0.006638036976  , 0.6221404391    , 0.0             , 0.6221314569    , 0.0             , 0.0             , 0.1493806345    , 0.0             , 0.0             , 0.0             , 9224.0          , -12.0005742     , -10.30394884    , -10.2958628     , -6.786626509    , -14.54994816    , 15761.82561     
122             , 0.0006559383654 , 0.007428539191  , 83.74880341     , 0.005802269731  , 0.6221485609    , 0.0             , 0.6221312683    , 0.0             , 0.0             , 0.1458874784    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.3950198     , -9.744744337    , -9.52363648     , -6.013608973    , -13.88479839    , 15761.82561     
123             , 0.0006481839473 , 0.007439564349  , 83.62469044     , 0.004392521483  , 0.6221602403    , 0.0             , 0.6221312657    , 0.0             , 0.0             , 0.1399256394    , 0.0             , 0.0             , 0.0             , 9999.0          , -10.54970981    , -8.924880351    , -8.66586855     , -5.166028762    , -12.92846526    , 15761.82561     
124             , 0.0006551446818 , 0.007428483558  , 83.7493961      , 0.00565525891   , 0.6221496575    , 0.0             , 0.6221310119    , 0.0             , 0.0             , 0.145271669     , 0.0             , 0.0             , 0.0             , 9999.0          , -11.9864688     , -10.27811242    , -10.11957362    , -6.612457825    , -14.46062777    , 15761.82561     
125             , 0.0006479712138 , 0.007439590295  , 83.62433363     , 0.004377066018  , 0.6221598648    , 0.0             , 0.6221307809    , 0.0             , 0.0             , 0.1399135017    , 0.0             , 0.0             , 0.0             , 9511.0          , -12.00060202    , -10.312179      , -10.11910162    , -6.615876816    , -14.44356181    , 15761.82561     
126             , 0.0006544389976 , 0.007428514821  , 83.74904754     , 0.005527336431  , 0.6221508366    , 0.0             , 0.6221310409    , 0.0             , 0.0             , 0.144740793     , 0.0             , 0.0             , 0.0             , 9989.0          , -12.00045375    , -10.33391749    , -10.13442692    , -6.625022172    , -14.4609154     , 15761.82561     
127             , 0.000654832389  , 0.007428471012  , 83.74950725     , 0.005598580819  , 0.6221499449    , 0.0             , 0.6221307868    , 0.0             , 0.0             , 0.1450365279    , 0.0             , 0.0             , 0.0             , 9449.0          , -12.0002126     , -10.30297957    , -10.13234627    , -6.621657306    , -14.49584212    , 15761.82561     
128             , 0.001630721978  , 0.009107338204  , 68.31098584     , -0.003784064895 , 0.6221864013    , 0.0             , 0.6221312511    , 0.0             , 0.0             , 0.09530187496   , 0.0             , 0.0             , 0.0             , 9999.0          , -11.30427439    , -9.614078761    , -9.938416724    , -6.487010548    , -14.22351271    , 15761.82561     
129             , 0.0006490082609 , 0.007436791698  , 83.65584875     , 0.004531185144  , 0.6221590685    , 0.0             , 0.6221311215    , 0.0             , 0.0             , 0.1405104293    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.78823013    , -10.12394885    , -9.906122284    , -6.407709874    , -14.18878483    , 15761.82561     
130             , 0.0006540807522 , 0.007428670509  , 83.7473333      , 0.005458931288  , 0.6221517465    , 0.0             , 0.622131345     , 0.0             , 0.0             , 0.1444488716    , 0.0             , 0.0             , 0.0             , 9670.0          , -12.00025445    , -10.31415426    , -10.13046092    , -6.620788934    , -14.45937864    , 15761.82561     
131             , 0.0006545856636 , 0.007428515381  , 83.74900411     , 0.005552671975  , 0.6221503352    , 0.0             , 0.6221307651    , 0.0             , 0.0             , 0.1448433929    , 0.0             , 0.0             , 0.0             , 8949.0          , -12.00049866    , -10.31133       , -10.1302388     , -6.620205934    , -14.48567445    , 15761.82561     
132             , 0.0006547409951 , 0.007428485776  , 83.74939094     , 0.005581575248  , 0.6221504704    , 0.0             , 0.6221311594    , 0.0             , 0.0             , 0.1449650851    , 0.0             , 0.0             , 0.0             , 8681.0          , -12.0004859     , -10.32579817    , -10.12353008    , -6.620065365    , -14.42203761    , 15761.82561     
133             , 0.0006547976661 , 0.007428476213  , 83.74946954     , 0.005592119125  , 0.6221501586    , 0.0             , 0.6221309423    , 0.0             , 0.0             , 0.1450093866    , 0.0             , 0.0             , 0.0             , 8076.0          , -12.00056761    , -10.2973635     , -10.12165257    , -6.616732764    , -14.48424279    , 15761.82561     
134             , 0.0006548188274 , 0.007428474008  , 83.74952462     , 0.005596063907  , 0.6221503476    , 0.0             , 0.6221311668    , 0.0             , 0.0             , 0.1450260274    , 0.0             , 0.0             , 0.0             , 7485.0          , -12.00008498    , -10.32039054    , -10.12356081    , -6.61522313     , -14.45312838    , 15761.82561     
135             , 0.0006548276956 , 0.007428471835  , 83.74950716     , 0.005597708363  , 0.6221500211    , 0.0             , 0.6221308552    , 0.0             , 0.0             , 0.145032874     , 0.0             , 0.0             , 0.0             , 6832.0          , -12.0006378     , -10.30592765    , -10.12358809    , -6.614119162    , -14.48548481    , 15761.82561     
136             , 0.0006548306079 , 0.007428471592  , 83.74951549     , 0.005598251547  , 0.6221500577    , 0.0             , 0.6221308966    , 0.0             , 0.0             , 0.1450351676    , 0.0             , 0.0             , 0.0             , 6113.0          , -12.00011851    , -10.29103572    , -10.12327658    , -6.613152438    , -14.49092969    , 15761.82561     
137             , 0.0006548317905 , 0.007428471647  , 83.74952355     , 0.005598473174  , 0.6221501203    , 0.0             , 0.6221309612    , 0.0             , 0.0             , 0.145036114     , 0.0             , 0.0             , 0.0             , 5414.0          , -12.00042698    , -10.27556808    , -10.12188722    , -6.613073632    , -14.48910487    , 15761.82561     
138             , 0.0006548324185 , 0.007428470187  , 83.74948232     , 0.005598580742  , 0.6221496907    , 0.0             , 0.6221305326    , 0.0             , 0.0             , 0.145036471     , 0.0             , 0.0             , 0.0             , 3823.0          , -12.00062018    , -10.34374347    , -10.12457586    , -6.614176036    , -14.45291673    , 15761.82561     
139             , 0.00063975587   , 0.007494318323  , 83.01369852     , 0.00292504356   , 0.6221693435    , 0.0             , 0.6221310819    , 0.0             , 0.0             , 0.1334571463    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.26668618    , -9.642999463    , -9.438275931    , -5.921078716    , -13.69727141    , 15761.82561     
140             , 0.0006533935503 , 0.007428813026  , 83.74566402     , 0.005331337505  , 0.6221523894    , 0.0             , 0.6221308797    , 0.0             , 0.0             , 0.143913316     , 0.0             , 0.0             , 0.0             , 9999.0          , -11.92368131    , -10.24582988    , -10.0447589     , -6.545071464    , -14.35206369    , 15761.82561     
141             , 0.0006543402202 , 0.00742855034   , 83.74862958     , 0.005507036101  , 0.6221508869    , 0.0             , 0.6221309108    , 0.0             , 0.0             , 0.1446520496    , 0.0             , 0.0             , 0.0             , 8878.0          , -12.00032446    , -10.32492619    , -10.11818661    , -6.618686647    , -14.42257364    , 15761.82561     
142             , 0.0006546453112 , 0.007428490866  , 83.74930179     , 0.005563756298  , 0.6221503942    , 0.0             , 0.6221309234    , 0.0             , 0.0             , 0.1448903409    , 0.0             , 0.0             , 0.0             , 8423.0          , -12.00023897    , -10.30949526    , -10.12685672    , -6.617575203    , -14.49454868    , 15761.82561     
143             , 0.000654755303  , 0.007428477383  , 83.74943911     , 0.005584225883  , 0.6221501014    , 0.0             , 0.6221308142    , 0.0             , 0.0             , 0.1449762701    , 0.0             , 0.0             , 0.0             , 7527.0          , -12.0000608     , -10.31374881    , -10.12541132    , -6.614983796    , -14.48612726    , 15761.82561     
144             , 0.0006547995777 , 0.007428474273  , 83.74950869     , 0.005592475827  , 0.6221502837    , 0.0             , 0.6221310707    , 0.0             , 0.0             , 0.1450109629    , 0.0             , 0.0             , 0.0             , 6201.0          , -12.00011491    , -10.33525801    , -10.11832714    , -6.614220305    , -14.41899833    , 15761.82561     
145             , 0.0006548190858 , 0.00742847262   , 83.74951862     , 0.005596107711  , 0.6221501864    , 0.0             , 0.622131006     , 0.0             , 0.0             , 0.145026195     , 0.0             , 0.0             , 0.0             , 4919.0          , -12.00054048    , -10.31160498    , -10.11728634    , -6.613524416    , -14.468624      , 15761.82561     
146             , 0.0006548273939 , 0.007428471952  , 83.74952192     , 0.005597654488  , 0.622150141     , 0.0             , 0.6221309746    , 0.0             , 0.0             , 0.145032681     , 0.0             , 0.0             , 0.0             , 4968.0          , -12.00003493    , -10.32484996    , -10.11745113    , -6.613771141    , -14.42058312    , 15761.82561     
147             , 0.0006548307984 , 0.007428471829  , 83.74952754     , 0.005598289328  , 0.6221501668    , 0.0             , 0.622131006     , 0.0             , 0.0             , 0.1450353529    , 0.0             , 0.0             , 0.0             , 4835.0          , -12.00022691    , -10.32878597    , -10.12261262    , -6.613234063    , -14.44511798    , 15761.82561     
148             , 0.0006548320162 , 0.007428471615  , 83.74952434     , 0.005598515246  , 0.622150123     , 0.0             , 0.6221309643    , 0.0             , 0.0             , 0.145036292     , 0.0             , 0.0             , 0.0             , 5053.0          , -12.00028084    , -10.29303205    , -10.12197582    , -6.613252711    , -14.4890477     , 15761.82561     
149             , 0.0006548322094 , 0.007428471639  , 83.74952551     , 0.005598551488  , 0.6221501334    , 0.0             , 0.622130975     , 0.0             , 0.0             , 0.1450364465    , 0.0             , 0.0             , 0.0             , 4484.0          , -12.00037246    , -10.3231463     , -10.12396395    , -6.613977076    , -14.48006211    , 15761.82561     
150             , 0.0006532965247 , 0.007428006172  , 83.75474245     , 0.005338355155  , 0.6221521837    , 0.0             , 0.6221307439    , 0.0             , 0.0             , 0.1439962673    , 0.0             , 0.0             , 0.0             , 9429.0          , -12.00017273    , -10.29467154    , -10.12053822    , -6.61303232     , -14.47493742    , 15761.82561     
151             , 0.0006458090678 , 0.007447038758  , 83.54071605     , 0.00407900502   , 0.6221621488    , 0.0             , 0.6221309502    , 0.0             , 0.0             , 0.1388231604    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.65376937    , -10.01583185    , -9.782917386    , -6.281589187    , -14.05301951    , 15761.82561     
152             , 0.000652567848  , 0.007427899861  , 83.75602843     , 0.005212672254  , 0.6221538962    , 0.0             , 0.6221313919    , 0.0             , 0.0             , 0.1434896653    , 0.0             , 0.0             , 0.0             , 9954.0          , -12.00051454    , -10.30717785    , -10.1298204     , -6.626804851    , -14.48120193    , 15761.82561     
153             , 0.00064987073   , 0.00743137871   , 83.71678219     , 0.004781471493  , 0.622157122     , 0.0             , 0.6221311128    , 0.0             , 0.0             , 0.1417881677    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.41902004    , -9.75499449     , -9.540054474    , -6.035131796    , -13.86190607    , 15761.82561     
154             , 0.0006522743572 , 0.007428125293  , 83.75340616     , 0.00516551539   , 0.622153695     , 0.0             , 0.6221307947    , 0.0             , 0.0             , 0.143304307     , 0.0             , 0.0             , 0.0             , 9452.0          , -12.0000275     , -10.28995617    , -10.12215441    , -6.620123964    , -14.45850542    , 15761.82561     
155             , 0.0006525208937 , 0.007427922554  , 83.75570592     , 0.005205108808  , 0.6221534649    , 0.0             , 0.622130897     , 0.0             , 0.0             , 0.1434599137    , 0.0             , 0.0             , 0.0             , 8233.0          , -12.00011141    , -10.30059632    , -10.11454509    , -6.617859099    , -14.4118031     , 15761.82561     
156             , 0.0006525579769 , 0.007427902383  , 83.75590774     , 0.005211075401  , 0.6221532244    , 0.0             , 0.6221307067    , 0.0             , 0.0             , 0.1434832654    , 0.0             , 0.0             , 0.0             , 7225.0          , -12.00010538    , -10.32991678    , -10.12101475    , -6.615510616    , -14.43791043    , 15761.82561     
157             , 0.0006525650542 , 0.007427899457  , 83.7559603      , 0.005212216503  , 0.6221533601    , 0.0             , 0.622130852     , 0.0             , 0.0             , 0.1434877674    , 0.0             , 0.0             , 0.0             , 6300.0          , -12.00004616    , -10.32400493    , -10.11547843    , -6.615147981    , -14.41397753    , 15761.82561     
158             , 0.0006474127992 , 0.007437205695  , 83.65114102     , 0.004400936696  , 0.6221596294    , 0.0             , 0.6221307424    , 0.0             , 0.0             , 0.1402947029    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.70081678    , -10.02605878    , -9.818128569    , -6.314915245    , -14.12803704    , 15761.82561     
159             , 0.0006520557801 , 0.007428282677  , 83.75170262     , 0.00513124549   , 0.6221545074    , 0.0             , 0.6221313217    , 0.0             , 0.0             , 0.1431723315    , 0.0             , 0.0             , 0.0             , 9243.0          , -12.00030455    , -10.29364364    , -10.12532187    , -6.620174401    , -14.46596759    , 15761.82561     
160             , 0.0006524811522 , 0.007427948335  , 83.75546957     , 0.005198860294  , 0.6221539211    , 0.0             , 0.6221313007    , 0.0             , 0.0             , 0.1434358881    , 0.0             , 0.0             , 0.0             , 8089.0          , -12.00019596    , -10.31543476    , -10.11761624    , -6.61817115     , -14.40737106    , 15761.82561     
161             , 0.0006525488713 , 0.007427905183  , 83.75588134     , 0.005209634889  , 0.6221532749    , 0.0             , 0.6221307451    , 0.0             , 0.0             , 0.1434777156    , 0.0             , 0.0             , 0.0             , 7159.0          , -12.00045535    , -10.3072639     , -10.1141514     , -6.615900737    , -14.40952784    , 15761.82561     
162             , 0.0006525607694 , 0.007427902033  , 83.75597178     , 0.005211536322  , 0.6221536669    , 0.0             , 0.6221311531    , 0.0             , 0.0             , 0.1434851867    , 0.0             , 0.0             , 0.0             , 6307.0          , -12.0007168     , -10.32266044    , -10.11813471    , -6.616076918    , -14.41852663    , 15761.82561     
163             , 0.0006525642348 , 0.007427900078  , 83.75596641     , 0.005212086843  , 0.6221534586    , 0.0             , 0.6221309494    , 0.0             , 0.0             , 0.1434872837    , 0.0             , 0.0             , 0.0             , 5479.0          , -12.00032025    , -10.29039073    , -10.11678533    , -6.614138573    , -14.46025641    , 15761.82561     
164             , 0.0006525648741 , 0.007427899958  , 83.75597262     , 0.005212189163  , 0.6221534939    , 0.0             , 0.6221309856    , 0.0             , 0.0             , 0.1434876886    , 0.0             , 0.0             , 0.0             , 4487.0          , -12.00025738    , -10.33005159    , -10.11589856    , -6.614253652    , -14.4037058     , 15761.82561     
165             , 0.0006525650564 , 0.007427899341  , 83.75595696     , 0.00521221651   , 0.6221533257    , 0.0             , 0.6221308176    , 0.0             , 0.0             , 0.1434877604    , 0.0             , 0.0             , 0.0             , 2017.0          , -12.00001993    , -9.95886618     , -10.08864299    , -6.606326917    , -14.41694615    , 15761.82561     
166             , 0.0006509921636 , 0.007428839877  , 83.74536689     , 0.004976300665  , 0.6221553721    , 0.0             , 0.622130921     , 0.0             , 0.0             , 0.1426074665    , 0.0             , 0.0             , 0.0             , 9999.0          , -11.8626756     , -10.19771901    , -9.989983791    , -6.486592469    , -14.32540733    , 15761.82561     
167             , 0.0006522583287 , 0.007428016962  , 83.75468478     , 0.005166132185  , 0.6221541131    , 0.0             , 0.6221312192    , 0.0             , 0.0             , 0.1433162801    , 0.0             , 0.0             , 0.0             , 8271.0          , -12.00035013    , -10.29551411    , -10.1159888     , -6.613869204    , -14.45168703    , 15761.82561     
