"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
2027, 4.468053579330440e-03, -8.667062188687352e-03, -2.116654884114213e-02, -6.056251272476462e-02, 5.903030951534518e-02
2053, 3.018766641616820e-03, -7.228628425684390e-03, 2.107709797642304e-02, 1.701546024152703e-01, -1.286769962817144e-01
2079, 1.912891864776610e-03, -5.786322983720229e-03, 9.523071531533828e-02, 8.317168528932337e-03, -8.416350182775463e-02
2105, 1.121968030929570e-03, -4.340660097824656e-03, 4.512679235372129e-01, -6.436692745489907e-01, -1.313941549942271e-01
2131, 5.391836166381840e-04, -2.894838170424241e-03, 1.687003137734291e+00, -1.053857351761475e+00, -1.275639017809741e+00
2157, 1.753866672515870e-04, -1.447642844355831e-03, 1.380020137958119e+01, -2.504345286167370e+00, -1.310831384442096e+01
2183, 0.000000000000000e+00, 0.000000000000000e+00, -1.945607721281324e+01, 5.632211451243845e+00, 1.930017822843061e+01
2209, 1.051127910614010e-04, 1.206324179727922e-03, -1.071171196004389e+01, 1.788190676928322e+00, 1.085695313909896e+01
2235, 3.451704978942870e-04, 2.415452465031909e-03, 4.093961905586523e+01, -1.588870405705776e+01, -4.361830921734792e+01
2261, 7.326900959014890e-04, 3.624205087543943e-03, 1.312518053852359e+01, -7.429437346087485e+00, -1.492034653241532e+01
2287, 1.276999711990360e-03, 4.828423674678994e-03, 7.877224914798238e+00, -4.402186941886500e+00, -9.019061542752830e+00
2313, 1.973092555999760e-03, 6.024209421779175e-03, 5.210976735583776e+00, -1.324543397084603e+00, -5.073675179608320e+00
2339, 2.858132123947140e-03, 7.209237249258246e-03, -8.024767497482192e+01, 7.873689386648681e+01, 1.120603103693619e+02
2365, 3.939032554626460e-03, 8.380059094352870e-03, -6.378082078280666e+01, 6.427666166270937e+01, 9.055040054633554e+01
2391, 5.185037851333620e-03, 9.534958470443049e-03, 3.534005077824112e+01, -3.748938706846918e+01, -5.149328995446906e+01
2417, 6.539613008499150e-03, 1.067629673580397e-02, 2.122285814232116e+02, -2.813236275612056e+02, -3.521780689975265e+02
2443, 7.984459400177000e-03, 1.180612878460473e-02, 1.219990763976041e+02, -1.606163163033119e+02, -2.016787509813400e+02
2469, 9.577721357345579e-03, 1.292146661454959e-02, 8.184321752163875e+00, -9.737264640847446e+00, -1.263395602216612e+01
2495, 1.134461164474490e-02, 1.402013911578183e-02, 4.759623674799779e+01, -6.356456598637492e+01, -7.891756567123440e+01
2521, 1.328635215759280e-02, 1.510122489614615e-02, -1.106625598883543e+02, 2.222102111063587e+02, 2.481822808710512e+02
2547, 1.542121171951290e-02, 1.616218358669739e-02, -2.134814004451979e+02, 4.637641708546400e+02, 5.105199619792313e+02
2573, 1.774638891220090e-02, 1.720286578663416e-02, -2.279238370081078e+02, 5.315834256532993e+02, 5.783858372868690e+02
2599, 2.023851871490480e-02, 1.822577169178611e-02, -1.658690220833752e+02, 4.192275769013385e+02, 4.508467043848004e+02
2625, 2.291005849838260e-02, 1.922945628494080e-02, -8.752532399484792e+01, 2.364454421369342e+02, 2.521142471233248e+02
2651, 2.576607465744020e-02, 2.021346225252279e-02, -2.723472015799869e+01, 7.799069867105351e+01, 8.259861419929679e+01
2677, 2.879580855369570e-02, 2.117967669649759e-02, -8.800322264454067e-01, -2.518898538110089e+00, -2.148664271472247e+00
2703, 3.199326992034910e-02, 2.212969923514713e-02, -3.124342259357323e-01, 2.174878423522840e+00, 2.176892661529593e+00
2729, 3.537228703498840e-02, 2.306195326587049e-02, 3.801690490462470e+01, -1.360723125944220e+02, -1.412744603124315e+02
2755, 3.891497850418090e-02, 2.398051384209137e-02, 6.710614279784883e+01, -2.832555206882993e+02, -2.910600919743518e+02
2781, 4.259017109870910e-02, 2.489226134947045e-02, -6.400401097255642e+00, 3.192325307065757e+01, 3.253587652316405e+01
2807, 4.645630717277530e-02, 2.578762264212565e-02, 1.127761061525774e+01, -3.999352558290104e+01, -4.149408828242917e+01
2833, 5.049252510070800e-02, 2.667194261695705e-02, 2.601675415906843e+01, -1.404189139239879e+02, -1.427563129605805e+02
2859, 5.469727516174320e-02, 2.754675524553810e-02, -1.120050614592808e+01, 6.712718446761133e+01, 6.801595430219625e+01
2885, 5.909299850463870e-02, 2.840902873670776e-02, 4.955591571649493e+01, -2.485312692052574e+02, -2.534166795086974e+02
2911, 6.365954875946039e-02, 2.926444153037342e-02, 3.617977860915174e+01, -2.354967163887533e+02, -2.381571666013463e+02
2937, 6.838649511337280e-02, 3.011722840399416e-02, -1.456560574694002e+01, 1.093754741837092e+02, 1.102475164603346e+02
2963, 7.332068681716920e-02, 3.095840200048689e-02, 2.403045883174973e+01, -1.371419702297976e+02, -1.392270340322929e+02
2989, 7.843562960624691e-02, 3.179614955802789e-02, 2.873944774628165e+01, -1.876834388466497e+02, -1.898669807415206e+02
3015, 8.375442028045650e-02, 3.262637778130356e-02, 3.752804514437796e+01, -2.569018972914971e+02, -2.596232590533741e+02
3041, 8.928063511848450e-02, 3.345057902584156e-02, 3.361389100685869e+00, -3.571849627865121e+01, -3.582959632786254e+01
3067, 9.501701593399051e-02, 3.426950234157251e-02, -1.146062923546885e+01, 1.246001774629021e+02, 1.249952224836292e+02
3093, 1.010102331638340e-01, 3.507327318270594e-02, 2.678646681330068e+01, -2.310752021707928e+02, -2.325935967389489e+02
3119, 1.072062253952030e-01, 3.587785740774711e-02, -9.250393212552469e+00, 6.292878217547705e+01, 6.359170376512788e+01
3145, 1.136637628078460e-01, 3.666932804464215e-02, 2.667330263263950e+01, -1.709466694438975e+02, -1.729075169277008e+02
3171, 1.203565001487730e-01, 3.745705153167893e-02, 4.069077051488926e+01, -3.976029960112191e+02, -3.996438177462629e+02
3197, 1.272729039192200e-01, 3.824668576295066e-02, 1.060044199284556e+01, -1.242919231557590e+02, -1.247005541038615e+02
3223, 1.344466507434840e-01, 3.903054055807595e-02, -1.214640273822694e+01, 1.574791693307106e+02, 1.578810863901123e+02
3249, 1.419069468975070e-01, 3.980147056615710e-02, -2.833769596421471e+00, 5.038402947724332e+01, 5.041449809610055e+01
3275, 1.496536135673520e-01, 4.056135255626778e-02, 7.715185879594677e+00, -1.219436050396542e+02, -1.221233739657173e+02
3301, 1.576814949512480e-01, 4.131356888816565e-02, 4.465712817010551e-01, 1.209943121817120e+01, 1.200944135861758e+01
3327, 1.660248339176180e-01, 4.204824442180868e-02, 1.206860653373255e+01, -1.532148734851617e+02, -1.536842811565206e+02
3353, 1.746245622634890e-01, 4.278814750077487e-02, -5.286828167657743e+00, 6.490415125903601e+01, 6.511878115965592e+01
3379, 1.835020482540130e-01, 4.352838771176463e-02, 1.467250958110415e+01, -1.374882600424104e+02, -1.382282934372992e+02
3405, 1.926559209823610e-01, 4.427118842708758e-02, 8.490822753997822e+00, -1.879128198929520e+02, -1.879868359884795e+02
3431, 2.020680904388430e-01, 4.502682269750348e-02, -3.876041859490078e+00, 9.147956378857241e+01, 9.150066369307464e+01
3457, 2.117756903171540e-01, 4.578178621698153e-02, 9.001501523160297e+00, -1.012750033514475e+02, -1.016677715175097e+02
3483, 2.217475175857540e-01, 4.655224875787785e-02, 4.860537219294954e+00, -8.315277432646140e+01, -8.328202850721863e+01
3509, 2.320270836353300e-01, 4.732053538194991e-02, 1.417741330337281e+01, -1.980837830159613e+02, -1.985900181682202e+02
3535, 2.426079511642460e-01, 4.809117501322536e-02, -5.133561556223216e+00, 2.669687628735228e+01, 2.699306327616750e+01
3561, 2.535301446914670e-01, 4.884494855817006e-02, -8.725971877220786e+00, 2.109839329471196e+02, 2.110948148033144e+02
3587, 2.647941112518310e-01, 4.957964825475597e-02, 3.829782926241615e+00, -5.976043139795895e+01, -5.988299604971079e+01
3613, 2.764054536819460e-01, 5.028929004981487e-02, 1.128684683029017e-01, -9.372810905538383e+01, -9.356664494916539e+01
3639, 2.883291840553280e-01, 5.099161357200037e-02, 2.368080265188967e+00, 1.732019019444530e+01, 1.715357294518434e+01
3665, 3.005529642105100e-01, 5.169300919334832e-02, 1.434610438846071e+01, -2.282307848295208e+02, -2.286768762939994e+02
3691, 3.130726814270020e-01, 5.239382781782428e-02, 1.043664082988492e+01, -2.969588525811262e+02, -2.970818387121037e+02
3717, 3.258830904960630e-01, 5.309484806601918e-02, 2.349058363138909e+00, -2.932626497579014e+01, -2.941000500625712e+01
3743, 3.389919400215150e-01, 5.378467677312197e-02, 7.398042328346735e+00, -3.325872183722842e+01, -3.359623070710890e+01
3769, 3.523894548416140e-01, 5.446475738425501e-02, 2.887018132259132e+00, -2.031875907296473e+02, -2.030805804445308e+02
3795, 3.660713136196140e-01, 5.512990455290394e-02, -8.990903966431739e+00, 1.937721468486502e+02, 1.939805881932574e+02
3821, 3.800389170646670e-01, 5.576374291001242e-02, 7.413456602248473e+00, 4.455872247857089e+01, 4.419365089977691e+01
3847, 3.942807912826540e-01, 5.635941374664002e-02, 1.482456960716374e+01, -4.831430291295991e+02, -4.833470108640661e+02
3873, 4.087766110897060e-01, 5.692865416177390e-02, 5.675909161106299e+00, -3.694821027648129e+02, -3.694343474061770e+02
3899, 4.235162138938900e-01, 5.745907891894251e-02, -5.203272496848265e-01, 1.198418335064237e+02, 1.197889352492386e+02
3925, 4.384851455688480e-01, 5.795014667331787e-02, -2.195715339797970e-01, 1.965707436981166e+02, 1.964847921216413e+02
3951, 4.536674916744230e-01, 5.838535480381057e-02, 1.436819212790460e+00, -1.973258103818031e+02, -1.972973617162505e+02
3977, 4.690417945384980e-01, 5.873737759636457e-02, -5.125685401167426e+00, -1.140641578210972e+02, -1.139354853760591e+02
4003, 4.845884144306180e-01, 5.901781465434015e-02, 5.369468050794464e+00, 1.240758670262134e+02, 1.239824074994724e+02
4029, 5.002762079238890e-01, 5.920143918140468e-02, 3.371621756671962e+00, -2.539498019210765e+02, -2.539689159479185e+02
4055, 5.160748958587650e-01, 5.927612645571264e-02, -7.422249036082076e+00, -3.472368981263803e+02, -3.472276548517332e+02
4081, 5.319590568542480e-01, 5.923980841563179e-02, 8.560637385786601e+00, 2.399428268483326e+02, 2.399917305847335e+02
4107, 5.478921532630920e-01, 5.907687626743925e-02, 2.393926064303907e+01, 4.279865332854334e+02, 4.282924158874367e+02
4133, 5.638301968574519e-01, 5.877085492502759e-02, -1.176593422119981e+00, 3.216690665524569e+02, 3.215484976584694e+02
4159, 5.797371864318850e-01, 5.831353426718836e-02, 3.982345514145321e+00, 6.319877118139757e+02, 6.317759006554300e+02
4185, 5.956164002418520e-01, 5.772319322370918e-02, 2.334226714341095e+01, 6.921231507683389e+02, 6.924957293173876e+02
4211, 6.114472150802610e-01, 5.699723366559219e-02, 1.301791088069435e+01, 2.182620507917669e+02, 2.186411751477570e+02
4237, 6.271871328353880e-01, 5.612347333172345e-02, 8.001663711547057e+00, 1.077569653166638e+02, 1.080432659210641e+02
4263, 6.428214907646180e-01, 5.510432575637488e-02, 1.021701056396471e+01, 8.926309739048254e+01, 8.975368885740347e+01
4289, 6.584149599075320e-01, 5.397628990334719e-02, -1.312873041293338e+01, -1.517128022523384e+02, -1.522754882038775e+02
4315, 6.737585067749020e-01, 5.266158242077823e-02, -2.168140210253846e+01, -2.525913159061840e+02, -2.535162520891937e+02
4341, 6.888993382453920e-01, 5.118971104950663e-02, -1.642149581924741e+01, -1.731278809376641e+02, -1.739045672258286e+02
4367, 7.042160034179690e-01, 4.970886090636134e-02, -3.878026071690504e+00, -1.392695339508984e+01, -1.424799946248898e+01
4393, 7.193410396575930e-01, 4.809199030909973e-02, 2.605106605523795e+01, 2.005489403758077e+02, 2.022097947718465e+02
4419, 7.341139912605290e-01, 4.629330620828830e-02, -1.220155961310954e+01, -1.043270862454970e+02, -1.050367242499605e+02
4445, 7.489700317382810e-01, 4.446858268885098e-02, -1.601197932678603e+01, -7.803302542594611e+01, -7.942687605032245e+01
4471, 7.636658549308780e-01, 4.254854511852845e-02, 1.767646217798541e+01, 1.080147781846002e+02, 1.094132249252784e+02
4497, 7.780403494834900e-01, 4.049833389571138e-02, 1.485666335042002e-01, -1.232277337264385e+01, -1.217295227332715e+01
4523, 7.922744154930110e-01, 3.838558929279570e-02, -8.566494766705588e+00, -5.370262161563866e+01, -5.437991611627645e+01
4549, 8.063289523124690e-01, 3.621255565826605e-02, 3.044772639452369e+00, 1.167700139347157e+01, 1.200936584270360e+01
4575, 8.201366662979130e-01, 3.397698531772739e-02, 1.015332404014095e+00, 1.060495303429086e+01, 1.062865969525481e+01
4601, 8.336892127990720e-01, 3.169382705036824e-02, -3.646275043531865e+00, -2.370362650066241e+01, -2.397945424568619e+01
4627, 8.470668792724610e-01, 2.939857101431141e-02, 1.774986975181768e-01, 2.028276145059924e+00, 2.028733168824726e+00
4653, 8.601957559585570e-01, 2.709014354845527e-02, -8.926953929031345e-01, -2.975489142304240e+00, -3.085924046060911e+00
4679, 8.730279207229610e-01, 2.477447111775923e-02, -1.229331562684978e+00, -5.656733574204369e+00, -5.785406621946758e+00
4705, 8.855857253074650e-01, 2.247283539310070e-02, -1.407072132757638e+00, -6.979015444917818e+00, -7.118428677026615e+00
4731, 8.978731632232670e-01, 2.020091282629054e-02, -8.302314723257701e-01, -6.751468301903742e+00, -6.789231038501591e+00
4757, 9.098071455955510e-01, 1.795482213006547e-02, -1.629179943533447e+00, -1.075562199169881e+01, -1.087129417824020e+01
4783, 9.214465022087100e-01, 1.575897511879767e-02, -2.083733760871720e+00, -1.157792090431444e+01, -1.176341858252193e+01
4809, 9.327191114425660e-01, 1.360893145066372e-02, -2.120916093272505e+00, -1.120772168824206e+01, -1.140659129229341e+01
4835, 9.435870051383970e-01, 1.150601943107416e-02, -1.931778622608861e+00, -1.154509734283877e+01, -1.170160585538496e+01
4861, 9.540644884109500e-01, 9.461527350329704e-03, -2.766831163320374e+00, -2.021148794449876e+01, -2.036690074630279e+01
4887, 9.641631841659550e-01, 7.484491135563232e-03, -5.037777471737005e+00, -1.594851123783540e+01, -1.661978555058569e+01
4913, 9.738758206367490e-01, 5.577490546910485e-03, 1.089984991223553e+01, 6.198888986483969e+00, 8.206836918543358e+00
4939, 9.830872416496280e-01, 3.719011607742077e-03, -1.749386375824522e+01, -1.013285778179253e+02, -1.027825596381710e+02
4965, 9.918504953384401e-01, 1.923369479052057e-03, -2.993305322076201e+01, 5.201933659605121e+01, 4.476318745404215e+01
4991, 1.000000000000000e+00, 1.699999993434180e-04, -2.793682699612433e+01, 3.353568521258241e+03, -3.308887480615909e+03
