"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Adjoint_Nu_Tilde","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
1403, 1.222792565822600e-01, -4.407145678342146e-02, -1.320829320927472e+00, 7.739627208737458e-06, 4.774209534211265e-05, -3.141796434247531e-09, 8.931989856632216e-04, 3.319367180219868e-01, 2.242703959614037e+00, 2.266667238808872e+00
1429, 1.134960949420930e-01, -4.255390858620720e-02, -1.218998222248238e+00, -4.041747120704165e-05, -1.076510435162787e-04, -1.081403173645253e-07, 1.116959863414030e-03, 7.851358329924493e-01, 4.751006150177102e+00, 4.815069176285907e+00
1455, 1.051684617996220e-01, -4.102409225780759e-02, -1.158544049577024e+00, 2.942873547703698e-06, 5.520742232749593e-05, 1.919661766680997e-07, 8.845107201330716e-04, 1.017149029381008e+00, 5.365456740310266e+00, 5.461003147093550e+00
1481, 9.719923138618471e-02, -3.950388176258633e-02, -1.113160867342112e+00, 8.292377031121701e-06, 4.418037499189026e-05, -2.226736566559849e-07, 6.662177506211091e-04, 4.764265946033482e-01, 2.697916814349537e+00, 2.739179616162782e+00
1507, 8.964005112648010e-02, -3.798099338811293e-02, -1.037743573552396e+00, -1.950336076607388e-05, -4.299287239765170e-05, -2.241712918643150e-07, 7.684114739853732e-04, 5.973118609200306e-01, 2.974739320258037e+00, 3.034066342528580e+00
1533, 8.247101306915280e-02, -3.645941716015235e-02, -9.642791297543472e-01, 1.018626256326495e-06, 4.733490979962059e-05, -2.377059793283799e-07, 7.626757177241232e-04, 7.990461571048683e-01, 3.903704695074808e+00, 3.984372209548309e+00
1559, 7.564741373062130e-02, -3.494626223642189e-02, -9.107940098843039e-01, 1.498776890406871e-06, 3.788414917334531e-05, -2.022710954835369e-07, 6.422227901567633e-04, 1.015548832273481e+00, 4.551994834367614e+00, 4.663868371448673e+00
1585, 6.917616724967959e-02, -3.343907939945494e-02, -8.788171314025266e-01, 8.342039411858518e-06, 3.020181291843811e-05, -3.621111947190033e-07, 4.209015009757302e-04, 7.395791240342684e-01, 3.142829048998180e+00, 3.228673248661050e+00
1611, 6.298619508743290e-02, -3.194792397009584e-02, -8.313937988705929e-01, 6.711620939104903e-06, 3.917762236766318e-05, -4.334007724847023e-07, 4.273513702362447e-04, 4.502084315592949e-01, 1.929267742643024e+00, 1.980943862836568e+00
1637, 5.711802840232850e-02, -3.046453871545940e-02, -7.707188509968594e-01, 6.134579695351799e-06, 4.753542477985530e-05, -3.707950210966366e-07, 4.914895083061614e-04, 5.908247783478349e-01, 2.374050388412249e+00, 2.446308889178566e+00
1663, 5.161416530609130e-02, -2.898113860522902e-02, -7.183664898670067e-01, 9.617386535396081e-06, 4.626434984795621e-05, -4.130115171122924e-07, 4.537122982833303e-04, 6.845517816723976e-01, 2.558264756654158e+00, 2.648170821096949e+00
1689, 4.642483592033390e-02, -2.750421046617338e-02, -6.673102218403185e-01, 7.158048789702819e-06, 3.865174992120090e-05, -4.728621215046127e-07, 4.392326028605958e-04, 7.211359206723494e-01, 2.568469952382557e+00, 2.667592569447755e+00
1715, 4.156750440597530e-02, -2.602988136505166e-02, -6.254792222888990e-01, 8.066553085427513e-06, 3.384023791537084e-05, -4.581894087358809e-07, 3.671658641344351e-04, 7.958178535072231e-01, 2.588907421635692e+00, 2.708445069586575e+00
1741, 3.698146343231200e-02, -2.456452137639797e-02, -5.923546245938409e-01, 1.037498135398916e-05, 3.002718992395645e-05, -5.269602503441992e-07, 2.633123597957711e-04, 6.703554851312782e-01, 2.074427072600571e+00, 2.180030269389369e+00
1767, 3.265759348869320e-02, -2.310722521757000e-02, -5.525682119751542e-01, 1.039491470196733e-05, 3.333435772763629e-05, -5.400755701691049e-07, 2.591223988646688e-04, 5.052232384318520e-01, 1.478150950771935e+00, 1.562084874742609e+00
1793, 2.861636877059940e-02, -2.165468180692317e-02, -5.077900998328132e-01, 1.099525724295873e-05, 3.421664711054432e-05, -5.295031445097203e-07, 2.689029355552821e-04, 5.371016236519583e-01, 1.441127413475191e+00, 1.537959325200133e+00
1819, 2.490270137786870e-02, -2.020128520195207e-02, -4.694748160185537e-01, 1.323107579789416e-05, 3.218590623185561e-05, -5.276520261972464e-07, 2.139349435662295e-04, 6.067257856797500e-01, 1.487335747593583e+00, 1.606317416450024e+00
1845, 2.143678069114690e-02, -1.875355662937840e-02, -4.373362096422928e-01, 1.383996303136340e-05, 3.011100342864502e-05, -5.609966723850709e-07, 1.686595659236557e-04, 5.246560312990100e-01, 1.205195056820114e+00, 1.314435655037639e+00
1871, 1.820489764213560e-02, -1.731120766827714e-02, -4.032173802997661e-01, 1.432971971663784e-05, 3.039878909373481e-05, -5.437740498782375e-07, 1.710692089861673e-04, 4.221908835078652e-01, 8.804639256708998e-01, 9.763944452078528e-01
1897, 1.524919271469120e-02, -1.586996611003506e-02, -3.690731346438931e-01, 1.560970725768833e-05, 2.896944707960665e-05, -5.351254860941632e-07, 1.468152426214621e-04, 3.811408699371195e-01, 7.225595424834425e-01, 8.168517500354920e-01
1923, 1.256430149078370e-02, -1.442941149538678e-02, -3.351964967503551e-01, 1.668387058014408e-05, 2.755479567834026e-05, -5.200551340390306e-07, 1.061528378503012e-04, 2.768363150181106e-01, 4.667814155241556e-01, 5.426007671327419e-01
1949, 1.017087697982790e-02, -1.298793047306469e-02, -3.012986053462266e-01, 1.809509763055530e-05, 2.672669189441613e-05, -4.977426795296742e-07, 7.111421646705428e-05, 1.620999332551396e-01, 2.329911759234981e-01, 2.836277280923115e-01
1975, 8.062899112701419e-03, -1.154538591231508e-02, -2.739353040103107e-01, 1.927683684708202e-05, 2.568273401490702e-05, -4.721549965407312e-07, 5.451302488966970e-05, 1.209322874081110e-01, 1.475478249497438e-01, 1.904166883397648e-01
2001, 6.177186965942380e-03, -1.010463033449789e-02, -2.590445357455929e-01, 2.047002122487380e-05, 2.450749991489421e-05, -4.359557729484115e-07, 8.583978970972080e-06, 6.397465004553628e-02, 6.483901662321079e-02, 9.059932694593352e-02
2027, 4.468053579330440e-03, -8.667062188687352e-03, -2.399319968615924e-01, 2.188852540691632e-05, 2.315435738893205e-05, -4.035956627539093e-07, -3.540441459677267e-05, 5.394974773088390e-02, 4.663769426800861e-02, 7.080657773439358e-02
2053, 3.018766641616820e-03, -7.228628425684390e-03, -1.836846067768331e-01, 2.406173373233332e-05, 1.957054930461652e-05, -4.645426160634504e-07, -6.193844317164992e-05, 7.820692342722230e-02, 5.966472663497633e-02, 9.809946903555755e-02
2079, 1.912891864776610e-03, -5.786322983720229e-03, -9.023695758776920e-02, 2.598599698274370e-05, 1.673350192773993e-05, -6.532153772790490e-07, 6.624357430465979e-06, -1.561053988011120e-02, -1.019614154769604e-02, -1.864532132112312e-02
2105, 1.121968030929570e-03, -4.340660097824656e-03, -1.198378757468817e-02, 2.667686815263162e-05, 1.592830555623695e-05, -8.227084366411730e-07, 3.977372482021486e-04, 2.573128949755104e-01, 1.185656074949793e-01, 2.832960949130335e-01
2131, 5.391836166381840e-04, -2.894838170424241e-03, 1.051919815380823e-02, 2.736932762628829e-05, 1.266134321128693e-05, -8.374164439676720e-07, 5.344124712670532e-03, 1.352672478265498e+00, 4.384316593177548e-01, 1.421945691359338e+00
2157, 1.753866672515870e-04, -1.447642844355831e-03, 9.390278129957982e-03, 2.409083496279078e-05, 1.288871390291055e-05, -8.058550840475678e-07, 1.460236277630410e-02, 4.131466543344899e+00, 5.305562113625899e-01, 4.158764152946787e+00
2183, 0.000000000000000e+00, 0.000000000000000e+00, 2.689741732187239e-02, 3.644653631130903e-05, -1.268613057789116e-05, -4.797164903562602e-07, 2.286095641666066e-02, -2.283027878215626e+00, 5.716832646136857e-01, -2.267095766422116e+00
2209, 1.051127910614010e-04, 1.206324179727922e-03, 4.061585304063250e-02, 5.082763367272213e-06, -1.138691988850881e-05, -7.692724388056378e-07, 2.783738923825311e-02, -5.957975532572728e-01, -2.307942087727107e-01, -5.571568239470213e-01
2235, 3.451704978942870e-04, 2.415452465031909e-03, 5.880753631746780e-02, -2.587828777973856e-06, 1.260197598069053e-05, -5.609896399076676e-07, 3.152071848817639e-02, 1.565466904313992e+01, -4.238591747701217e+00, 1.621744513983516e+01
2261, 7.326900959014890e-04, 3.624205087543943e-03, 1.185160046739577e-01, 5.975548877241273e-05, -3.573890303952991e-05, -1.473470887488977e-07, 4.432373119261289e-02, 1.794617557329299e+01, -6.306500408273113e+00, 1.901311306863941e+01
2287, 1.276999711990360e-03, 4.828423674678994e-03, 1.820715840550857e-01, -5.101462364721187e-04, 2.292369909642252e-04, -1.077345302415109e-06, 5.303360036429676e-02, 2.238056950583628e+01, -1.111703630817033e+01, 2.498636794526014e+01
2313, 1.973092555999760e-03, 6.024209421779175e-03, 3.399260795066004e-01, 2.326891776703357e-04, -2.269520052838431e-04, 4.070006147003153e-07, 5.901110336123619e-02, 3.453541115415703e+01, -2.229062303495881e+01, 4.110082660162857e+01
2339, 2.858132123947140e-03, 7.209237249258246e-03, 5.086364360349396e-01, 1.912153636943190e-04, -3.516130486901998e-04, 6.400362052355581e-07, 5.765363562904617e-02, 2.789330718284397e+01, -2.086456519519732e+01, 3.478414263772699e+01
2365, 3.939032554626460e-03, 8.380059094352870e-03, 5.653374795892989e-01, -4.592125255636088e-05, -1.776373202237518e-04, -6.693770287867551e-07, 4.430652901694071e-02, 4.614637421493266e+01, -4.460099424976376e+01, 6.416779933524184e+01
2391, 5.185037851333620e-03, 9.534958470443049e-03, 5.744316431675996e-01, -1.740778650416440e-04, -6.350993060105548e-07, -4.219582733789665e-07, 3.320083497216950e-02, 1.034699678994426e+02, -1.136786081808602e+02, 1.536993088419621e+02
2417, 6.539613008499150e-03, 1.067629673580397e-02, 6.049858518896930e-01, -3.389297888034570e-04, 4.179863859450725e-04, -7.618148061375198e-07, 3.094914906064423e-02, 1.627435816791116e+02, -1.997265274365350e+02, 2.576351276456044e+02
2443, 7.984459400177000e-03, 1.180612878460473e-02, 9.230071243024989e-01, -1.198475209530339e-04, -9.925474389771123e-05, 4.158436634051320e-06, 4.501825244602389e-02, 1.605646753585054e+02, -2.118153105835452e+02, 2.657747596457435e+02
2469, 9.577721357345579e-03, 1.292146661454959e-02, 1.165055285475227e+00, -1.287769138778266e-05, -4.884565978684583e-04, 4.303845839902046e-06, 5.987405885536840e-02, 1.027444584917354e+02, -1.550942728027355e+02, 1.860388247365937e+02
2495, 1.134461164474490e-02, 1.402013911578183e-02, 1.297844216189524e+00, 3.291714243201267e-04, -1.251518315530641e-03, 9.264185804964233e-06, 6.834631366811815e-02, 7.149499985635870e+01, -1.174299489883473e+02, 1.374655386029737e+02
2521, 1.328635215759280e-02, 1.510122489614615e-02, 1.506845746617906e+00, 1.719332850217143e-04, -1.659308939245030e-03, 1.191676059459415e-05, 7.348611442042183e-02, 5.050113158715641e+00, -4.683648777612139e+00, 6.495163156912193e+00
2547, 1.542121171951290e-02, 1.616218358669739e-02, 1.338239613131435e+00, 1.900590223132052e-06, -1.872074376976530e-03, 1.238584461129413e-05, 6.813828774148814e-02, -6.964209075699686e+01, 1.529839664260162e+02, -1.680750348072469e+02
2573, 1.774638891220090e-02, 1.720286578663416e-02, 8.304339773756932e-01, -8.756787310298062e-05, -1.824161115739875e-03, 1.007927103106683e-05, 5.544110048290919e-02, -9.456411605726835e+01, 2.258649689908243e+02, -2.448536406561166e+02
2599, 2.023851871490480e-02, 1.822577169178611e-02, 2.229183883166259e-01, -8.093661427969264e-05, -1.556449082972021e-03, 6.487104846480109e-06, 4.212490116913105e-02, -7.936132419247009e+01, 2.062376256739797e+02, -2.209751393154281e+02
2625, 2.291005849838260e-02, 1.922945628494080e-02, -1.966708252960680e-01, -3.671454237111294e-05, -1.253112442815191e-03, 2.993343581563533e-06, 3.151886210401667e-02, -4.594404199273132e+01, 1.302482131921119e+02, -1.381113545174429e+02
2651, 2.576607465744020e-02, 2.021346225252279e-02, -3.124874412039038e-01, -1.606111470873893e-05, -1.036547345184938e-03, 6.170839915357583e-07, 2.499771895349958e-02, -1.049724794085912e+01, 3.339521205540343e+01, -3.500202232114604e+01
2677, 2.879580855369570e-02, 2.117967669649759e-02, -2.428373573533099e-01, -4.156998517460613e-05, -9.168829629811746e-04, -5.493481288607419e-07, 2.220456037074459e-02, 1.235302157431567e+01, -3.927365029796409e+01, 4.116978603985514e+01
2703, 3.199326992034910e-02, 2.212969923514713e-02, -1.869901104479117e-01, -1.003447828771614e-04, -8.524548719062372e-04, -9.035062719799482e-07, 2.111450079496246e-02, 2.108536561167594e+01, -7.406061329281179e+01, 7.700360729234481e+01
2729, 3.537228703498840e-02, 2.306195326587049e-02, -2.552691007076038e-01, -1.948323622381628e-04, -1.336202436600818e-04, -3.165460751765147e-06, 1.953305815564699e-02, 3.242642931063809e+01, -1.262733825182081e+02, 1.303639876489206e+02
2755, 3.891497850418090e-02, 2.398051384209137e-02, -1.147978263640816e-02, -3.385136564118058e-04, 4.141968375509760e-04, 1.842973058361723e-08, 2.227279779368925e-02, 4.881764969254517e+01, -1.948204256622606e+02, 2.008428236471811e+02
2781, 4.259017109870910e-02, 2.489226134947045e-02, 4.341334139907406e-01, -6.353952504973005e-04, 1.117464448965414e-04, 4.859674628727197e-06, 2.951679922400476e-02, 3.501123420891724e+01, -1.476967364489886e+02, 1.517892461219439e+02
2807, 4.645630717277530e-02, 2.578762264212565e-02, 4.201985778106490e-02, -6.773109001107830e-04, 1.006202079159261e-03, -1.803623420601319e-06, 2.860971938381601e-02, 1.833963315176629e+01, -9.582037167215520e+01, 9.750843573716853e+01
2833, 5.049252510070800e-02, 2.667194261695705e-02, -3.545667492504119e-02, -9.062030139071614e-04, 1.946500361404506e-03, 6.185805533750583e-06, 2.991705731823063e-02, 2.992668092275249e+01, -1.364985321181393e+02, 1.397385395528228e+02
2859, 5.469727516174320e-02, 2.754675524553810e-02, 2.902125746872384e-01, -6.237531109330224e-04, -2.655354205541549e-05, 4.554884157223027e-06, 3.189041350206381e-02, 2.095743494121127e+01, -1.168849535721477e+02, 1.187204984961842e+02
2885, 5.909299850463870e-02, 2.840902873670776e-02, 8.516471988058710e-02, -2.884007613193178e-04, -2.242815024368020e-04, 4.265222885926963e-06, 2.945054413097397e-02, 2.829629826039866e+01, -1.596879536716555e+02, 1.621597363369171e+02
