"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   
          0,           0,         117,      -1.926558645,      -4.386909212,      -5.043033319,      -7.296663144,      -2.788380697
          0,           0,         118,      -1.922698726,      -4.382648382,      -5.038733608,      -7.294781931,      -2.788569831
          0,           0,         119,      -1.918839731,      -4.378481239,      -5.034024926,      -7.292782668,      -2.788631029
          0,           0,         120,      -1.915017138,      -4.374427032,      -5.028951459,      -7.290695093,      -2.788558196
          0,           0,         121,      -1.911263916,      -4.370503769,      -5.023559865,      -7.288549428,      -2.788346307
          0,           0,         122,        -1.9076097,      -4.366728042,       -5.01789875,        -7.2863752,      -2.787991534
          0,           0,         123,      -1.904080159,      -4.363114897,      -5.012018197,      -7.284200178,      -2.787491363
          0,           0,         124,      -1.900696534,      -4.359677749,      -5.005969321,      -7.282049449,      -2.786844693
          0,           0,         125,      -1.897475351,      -4.356428351,      -4.999803859,       -7.27994466,       -2.78605192
          0,           0,         126,      -1.894428285,      -4.353376796,      -4.993573755,      -7.277903422,      -2.785114989
          0,           0,         127,      -1.891562154,      -4.350531562,      -4.987330764,      -7.275938893,      -2.784037423
          0,           0,         128,      -1.888879045,      -4.347899578,      -4.981126061,       -7.27405952,      -2.782824318
          0,           0,         129,      -1.886376536,      -4.345486324,      -4.975009861,      -7.272268949,      -2.781482294
          0,           0,         130,      -1.884048015,      -4.343295939,       -4.96903106,       -7.27056608,       -2.78001943
          0,           0,         131,      -1.881883086,       -4.34133135,      -4.963236904,      -7.268945272,      -2.778445145
          0,           0,         132,      -1.879868037,      -4.339594399,      -4.957672694,      -7.267396674,      -2.776770067
          0,           0,         133,      -1.877986386,      -4.338085983,      -4.952381523,      -7.265906695,      -2.775005863
          0,           0,         134,      -1.876219469,      -4.336806183,      -4.947404059,      -7.264458579,      -2.773165052
          0,           0,         135,      -1.874547089,      -4.335754396,      -4.942778368,      -7.263033089,      -2.771260813
          0,           0,         136,      -1.872948193,      -4.334929457,      -4.938539769,      -7.261609294,      -2.769306767
          0,           0,         137,      -1.871401575,       -4.33432975,      -4.934720727,      -7.260165412,       -2.76731678
          0,           0,         138,      -1.869886587,      -4.333953313,      -4.931350754,      -7.258679727,      -2.765304753
          0,           0,         139,      -1.868383841,      -4.333797928,      -4.928456341,      -7.257131514,      -2.763284431
          0,           0,         140,      -1.866875886,      -4.333861199,      -4.926060881,      -7.255501973,       -2.76126923
          0,           0,         141,      -1.865347824,      -4.334140623,      -4.924184588,      -7.253775114,      -2.759272081
          0,           0,         142,      -1.863787866,      -4.334633647,      -4.922844405,      -7.251938566,      -2.757305291
          0,           0,         143,       -1.86218779,       -4.33533771,      -4.922053879,       -7.24998427,      -2.755380439
          0,           0,         144,      -1.860543285,      -4.336250283,      -4.921823008,      -7.247909033,      -2.753508286
          0,           0,         145,      -1.858854182,      -4.337368893,      -4.922158049,      -7.245714895,      -2.751698715
          0,           0,         146,      -1.857124544,      -4.338691146,      -4.923061281,      -7.243409322,       -2.74996069
          0,           0,         147,      -1.855362636,      -4.340214729,      -4.924530719,      -7.241005187,      -2.748302239
          0,           0,         148,       -1.85358075,      -4.341937422,      -4.926559787,      -7.238520574,      -2.746730455
          0,           0,         149,      -1.851794932,      -4.343857089,      -4.929136946,      -7.235978397,       -2.74525151
          0,           0,         150,      -1.850024596,      -4.345971668,      -4.932245295,      -7.233405874,      -2.743870683
          0,           0,         151,      -1.848292056,      -4.348279155,      -4.935862148,      -7.230833886,      -2.742592404
          0,           0,         152,      -1.846622009,       -4.35077758,      -4.939958619,       -7.22829625,      -2.741420298
          0,           0,         153,      -1.845040967,      -4.353464976,      -4.944499243,      -7.225828957,      -2.740357235
          0,           0,         154,      -1.843576682,      -4.356339342,      -4.949441672,      -7.223469388,       -2.73940539
          0,           0,         155,      -1.842257574,        -4.3593986,      -4.954736488,      -7.221255564,       -2.73856629
          0,           0,         156,      -1.841112175,      -4.362640541,      -4.960327213,      -7.219225428,      -2.737840876
          0,           0,         157,      -1.840168613,      -4.366062773,      -4.966150563,      -7.217416202,      -2.737229547
          0,           0,         158,      -1.839454129,      -4.369662652,      -4.972137029,      -7.215863807,      -2.736732207
          0,           0,         159,      -1.838994654,       -4.37343722,      -4.978211857,      -7.214602368,      -2.736348311
          0,           0,         160,      -1.838814431,      -4.377383129,      -4.984296471,      -7.213663799,      -2.736076894
