"PointID","x","y","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
1377, 1.314679384231570e-01, -4.558829903130673e-02, -2.097697476655136e+00, -1.841884533508632e+01, 1.851738165395283e+01
1403, 1.222792565822600e-01, -4.407145678342146e-02, -3.029599850025987e+00, -1.726100067206410e+01, 1.752448885806057e+01
1429, 1.134960949420930e-01, -4.255390858620720e-02, 3.669570060133851e+00, 2.275323425038912e+01, -2.304416333140447e+01
1455, 1.051684617996220e-01, -4.102409225780759e-02, -2.265033880963961e+00, -1.577614578459279e+01, 1.592358132905542e+01
1481, 9.719923138618471e-02, -3.950388176258633e-02, -2.479207945911694e+00, -1.340616013146250e+01, 1.363270000084820e+01
1507, 8.964005112648010e-02, -3.798099338811293e-02, 1.285006680150867e+00, 7.125693842018137e+00, -7.238292603692087e+00
1533, 8.247101306915280e-02, -3.645941716015235e-02, 2.869319594843324e-01, 1.042495448123735e+00, -1.079625896426187e+00
1559, 7.564741373062130e-02, -3.494626223642189e-02, -9.251584115390838e-01, -4.999386821286715e+00, 5.080118888776086e+00
1585, 6.917616724967959e-02, -3.343907939945494e-02, -3.785472828275857e+00, -1.789780265015546e+01, 1.828843543231752e+01
1611, 6.298619508743290e-02, -3.194792397009584e-02, -1.748704513400313e-01, -5.404512521496303e-01, 5.666037798134045e-01
1637, 5.711802840232850e-02, -3.046453871545940e-02, 1.053865209138072e+00, 3.528210060729285e+00, -3.679977446290101e+00
1663, 5.161416530609130e-02, -2.898113860522902e-02, -1.722919509278906e+00, -6.810212260855439e+00, 7.023028951190093e+00
1689, 4.642483592033390e-02, -2.750421046617338e-02, -6.423344705554573e-01, -1.717956732474300e+00, 1.829349590953234e+00
1715, 4.156750440597530e-02, -2.602988136505166e-02, -1.291228231619865e+00, -4.534577004838299e+00, 4.713432939049779e+00
1741, 3.698146343231200e-02, -2.456452137639797e-02, -2.700570685055511e+00, -9.019497647387158e+00, 9.411923669924294e+00
1767, 3.265759348869320e-02, -2.310722521757000e-02, -5.575208904108349e-01, -1.288211058250272e+00, 1.399870990312457e+00
1793, 2.861636877059940e-02, -2.165468180692317e-02, 1.485735965945698e-01, 4.125102906188839e-01, -4.384144697396263e-01
1819, 2.490270137786870e-02, -2.020128520195207e-02, -1.972604985909228e+00, -5.249710586576582e+00, 5.606391409482567e+00
1845, 2.143678069114690e-02, -1.875355662937840e-02, -1.826512944250426e+00, -4.338623677407604e+00, 4.707234109799814e+00
1871, 1.820489764213560e-02, -1.731120766827714e-02, -4.843994656210931e-01, -8.063756249334448e-01, 9.355179943661925e-01
1897, 1.524919271469120e-02, -1.586996611003506e-02, -1.221461585127280e+00, -2.393194100680741e+00, 2.686883922283902e+00
1923, 1.256430149078370e-02, -1.442941149538678e-02, -1.006971577327379e+00, -1.725461237314981e+00, 1.997655160916940e+00
1949, 1.017087697982790e-02, -1.298793047306469e-02, -6.595668967924458e-01, -1.061047397154567e+00, 1.249223603657702e+00
1975, 8.062899112701419e-03, -1.154538591231508e-02, -7.368772793664066e-01, -1.097662046150125e+00, 1.321294178533036e+00
2001, 6.177186965942380e-03, -1.010463033449789e-02, -6.708565493790715e-01, -7.786339575501565e-01, 1.027107184446764e+00
2027, 4.468053579330440e-03, -8.667062188687352e-03, 7.470301496888562e-02, 1.989574525056873e-01, -1.974031096579495e-01
2053, 3.018766641616820e-03, -7.228628425684390e-03, -4.961462244930686e-02, -5.021324368228388e-01, 3.703157020057712e-01
2079, 1.912891864776610e-03, -5.786322983720229e-03, -3.010872487391454e-01, -4.288414820658142e-02, 2.752028930533595e-01
2105, 1.121968030929570e-03, -4.340660097824656e-03, -1.366378867614235e+00, 1.956381311868905e+00, 3.946525781513650e-01
2131, 5.391836166381840e-04, -2.894838170424241e-03, -5.119957657777653e+00, 3.198797025419595e+00, 3.871366637400079e+00
2157, 1.753866672515870e-04, -1.447642844355831e-03, -4.188533706413015e+01, 7.602557687986372e+00, 3.978508685036719e+01
2183, 0.000000000000000e+00, 0.000000000000000e+00, 5.905790160316928e+01, -1.709185526600079e+01, -5.858479559857409e+01
2209, 1.051127910614010e-04, 1.206324179727922e-03, 3.253016683883621e+01, -5.429863892454883e+00, -3.297115415476519e+01
2235, 3.451704978942870e-04, 2.415452465031909e-03, -1.242842142057063e+02, 4.824164163909972e+01, 1.324178775577541e+02
2261, 7.326900959014890e-04, 3.624205087543943e-03, -3.986620718943517e+01, 2.256820384798967e+01, 4.531959050110897e+01
2287, 1.276999711990360e-03, 4.828423674678994e-03, -2.392565144926368e+01, 1.337509204440891e+01, 2.739572230079431e+01
2313, 1.973092555999760e-03, 6.024209421779175e-03, -1.583845913446991e+01, 4.035428295260787e+00, 1.542642576585957e+01
2339, 2.858132123947140e-03, 7.209237249258246e-03, 2.437761350588205e+02, -2.391884288468588e+02, -3.404175737355296e+02
2365, 3.939032554626460e-03, 8.380059094352870e-03, 1.937042278819251e+02, -1.952017810518164e+02, -2.749983368407833e+02
2391, 5.185037851333620e-03, 9.534958470443049e-03, -1.073695883054767e+02, 1.139045326909083e+02, 1.564497528750672e+02
2417, 6.539613008499150e-03, 1.067629673580397e-02, -6.444269167066318e+02, 8.542466598905354e+02, 1.069391245695703e+03
2443, 7.984459400177000e-03, 1.180612878460473e-02, -3.702647010082503e+02, 4.874470208257001e+02, 6.120746272637122e+02
2469, 9.577721357345579e-03, 1.292146661454959e-02, -2.469536363969483e+01, 2.934356456142447e+01, 3.809024865824641e+01
2495, 1.134461164474490e-02, 1.402013911578183e-02, -1.447427765479775e+02, 1.934056082323557e+02, 2.400808251174435e+02
2521, 1.328635215759280e-02, 1.510122489614615e-02, 3.355994094695047e+02, -6.739119736277104e+02, -7.526725142942080e+02
2547, 1.542121171951290e-02, 1.616218358669739e-02, 6.477869368258366e+02, -1.407282297114130e+03, -1.549154170169663e+03
2573, 1.774638891220090e-02, 1.720286578663416e-02, 6.918102759018883e+02, -1.613519149342878e+03, -1.755575452745141e+03
2599, 2.023851871490480e-02, 1.822577169178611e-02, 5.035933141223566e+02, -1.272829570947585e+03, -1.368826931038717e+03
2625, 2.291005849838260e-02, 1.922945628494080e-02, 2.658467627789313e+02, -7.181904578104110e+02, -7.657813340725036e+02
2651, 2.576607465744020e-02, 2.021346225252279e-02, 8.282869256018914e+01, -2.372193738325479e+02, -2.512320121116353e+02
2677, 2.879580855369570e-02, 2.117967669649759e-02, 2.823752393229449e+00, 7.166610328144521e+00, 6.019145361680983e+00
2703, 3.199326992034910e-02, 2.212969923514713e-02, 1.136718866509737e+00, -7.280385968183016e+00, -7.312126809691948e+00
2729, 3.537228703498840e-02, 2.306195326587049e-02, -1.153991421716914e+02, 4.130282587831879e+02, 4.288197284718757e+02
2755, 3.891497850418090e-02, 2.398051384209137e-02, -2.037919678105723e+02, 8.602611984268766e+02, 8.839609387874153e+02
2781, 4.259017109870910e-02, 2.489226134947045e-02, 1.962844215358073e+01, -9.778287377795115e+01, -9.966488163374162e+01
2807, 4.645630717277530e-02, 2.578762264212565e-02, -3.417929657121483e+01, 1.211235290033010e+02, 1.256734107571527e+02
2833, 5.049252510070800e-02, 2.667194261695705e-02, -7.897631714370691e+01, 4.263290458933799e+02, 4.334228078044114e+02
2859, 5.469727516174320e-02, 2.754675524553810e-02, 3.413766368596302e+01, -2.044913539102002e+02, -2.072022544439430e+02
2885, 5.909299850463870e-02, 2.840902873670776e-02, -1.504766246628092e+02, 7.546368819826197e+02, 7.694719528423470e+02
2911, 6.365954875946039e-02, 2.926444153037342e-02, -1.098524161494608e+02, 7.151120745986701e+02, 7.231887459237482e+02
2937, 6.838649511337280e-02, 3.011722840399416e-02, 4.430747836615166e+01, -3.325960135261953e+02, -3.352504430582852e+02
2963, 7.332068681716920e-02, 3.095840200048689e-02, -7.291352653419324e+01, 4.160697549002391e+02, 4.223969407819651e+02
2989, 7.843562960624691e-02, 3.179614955802789e-02, -8.724885297951499e+01, 5.698075833850435e+02, 5.764361594028351e+02
3015, 8.375442028045650e-02, 3.262637778130356e-02, -1.139218856776672e+02, 7.798931804622709e+02, 7.881539325733002e+02
3041, 8.928063511848450e-02, 3.345057902584156e-02, -1.016096619968590e+01, 1.081168153676882e+02, 1.084511322868078e+02
3067, 9.501701593399051e-02, 3.426950234157251e-02, 3.482479057729943e+01, -3.785379507361034e+02, -3.797390868003014e+02
3093, 1.010102331638340e-01, 3.507327318270594e-02, -8.132728236443111e+01, 7.016132571849272e+02, 7.062229775423458e+02
3119, 1.072062253952030e-01, 3.587785740774711e-02, 2.811657933853287e+01, -1.913107185057222e+02, -1.933253657077166e+02
3145, 1.136637628078460e-01, 3.666932804464215e-02, -8.097687766850569e+01, 5.189249588526063e+02, 5.248781951687350e+02
3171, 1.203565001487730e-01, 3.745705153167893e-02, -1.235414731671762e+02, 1.207200382021613e+03, 1.213396294568363e+03
3197, 1.272729039192200e-01, 3.824668576295066e-02, -3.217623666692725e+01, 3.772911864762213e+02, 3.785314109225944e+02
3223, 1.344466507434840e-01, 3.903054055807595e-02, 3.688148567460846e+01, -4.781756494080240e+02, -4.793960130276621e+02
3249, 1.419069468975070e-01, 3.980147056615710e-02, 8.606843464414613e+00, -1.529966625860523e+02, -1.530893631458563e+02
3275, 1.496536135673520e-01, 4.056135255626778e-02, -2.342207619928902e+01, 3.702167564516500e+02, 3.707624361047586e+02
3301, 1.576814949512480e-01, 4.131356888816565e-02, -1.352225463671726e+00, -3.679314731772220e+01, -3.652001758657340e+01
3327, 1.660248339176180e-01, 4.204824442180868e-02, -3.664321485551564e+01, 4.652110689441425e+02, 4.666362533010911e+02
3353, 1.746245622634890e-01, 4.278814750077487e-02, 1.606213772631027e+01, -1.971710468229228e+02, -1.978231837653421e+02
3379, 1.835020482540130e-01, 4.352838771176463e-02, -4.454172980921092e+01, 4.173198633775928e+02, 4.195665941198031e+02
3405, 1.926559209823610e-01, 4.427118842708758e-02, -2.577872468639790e+01, 5.705478095913500e+02, 5.707724254728489e+02
3431, 2.020680904388430e-01, 4.502682269750348e-02, 1.177940001533667e+01, -2.778733045209125e+02, -2.779378491473406e+02
3457, 2.117756903171540e-01, 4.578178621698153e-02, -2.731956470629920e+01, 3.073205494886946e+02, 3.085127482602891e+02
3483, 2.217475175857540e-01, 4.655224875787785e-02, -1.474915915026315e+01, 2.523570815355330e+02, 2.527492064694433e+02
3509, 2.320270836353300e-01, 4.732053538194991e-02, -4.304029927212024e+01, 6.013605964332646e+02, 6.028974141104990e+02
3535, 2.426079511642460e-01, 4.809117501322536e-02, 1.559095009123947e+01, -8.111862033314358e+01, -8.201806244790087e+01
3561, 2.535301446914670e-01, 4.884494855817006e-02, 2.649835065695546e+01, -6.406670867930150e+02, -6.410038769735539e+02
3587, 2.647941112518310e-01, 4.957964825475597e-02, -1.162278348031522e+01, 1.813652069389533e+02, 1.817371676706527e+02
3613, 2.764054536819460e-01, 5.028929004981487e-02, -3.347598642836966e-01, 2.844341937016621e+02, 2.839437382205325e+02
3639, 2.883291840553280e-01, 5.099161357200037e-02, -7.183714926257601e+00, -5.270035046537367e+01, -5.219463981395013e+01
3665, 3.005529642105100e-01, 5.169300919334832e-02, -4.354719181151992e+01, 6.927977492552831e+02, 6.941518316789138e+02
3691, 3.130726814270020e-01, 5.239382781782428e-02, -3.167437447348889e+01, 9.013619247601684e+02, 9.017350015064909e+02
3717, 3.258830904960630e-01, 5.309484806601918e-02, -7.120781101050937e+00, 8.881190347755995e+01, 8.906587077680396e+01
3743, 3.389919400215150e-01, 5.378467677312197e-02, -2.245043874228040e+01, 1.007794803062052e+02, 1.018038987578899e+02
3769, 3.523894548416140e-01, 5.446475738425501e-02, -8.756201687601894e+00, 6.167153634402183e+02, 6.163902440440239e+02
3795, 3.660713136196140e-01, 5.512990455290394e-02, 2.730394112726431e+01, -5.884672371938697e+02, -5.891002269344712e+02
3821, 3.800389170646670e-01, 5.576374291001242e-02, -2.250354040757276e+01, -1.353686915594205e+02, -1.342604121054752e+02
3847, 3.942807912826540e-01, 5.635941374664002e-02, -4.500337124409026e+01, 1.466749685798807e+03, 1.467368870972325e+03
3873, 4.087766110897060e-01, 5.692865416177390e-02, -1.722983669120066e+01, 1.121671742429601e+03, 1.121526727234903e+03
3899, 4.235162138938900e-01, 5.745907891894251e-02, 1.580526731615699e+00, -3.638508229554237e+02, -3.636902452847643e+02
3925, 4.384851455688480e-01, 5.795014667331787e-02, 6.677968961226489e-01, -5.968152317539912e+02, -5.965543064569434e+02
3951, 4.536674916744230e-01, 5.838535480381057e-02, -4.361674255364371e+00, 5.990458555288773e+02, 5.989594839851031e+02
3977, 4.690417945384980e-01, 5.873737759636457e-02, 1.556350244383957e+01, 3.462061096487797e+02, 3.458154401897961e+02
4003, 4.845884144306180e-01, 5.901781465434015e-02, -1.629881698438009e+01, -3.767847956110235e+02, -3.765010854086204e+02
4029, 5.002762079238890e-01, 5.920143918140468e-02, -1.023375385566155e+01, 7.708566135836273e+02, 7.709146278860486e+02
4055, 5.160748958587650e-01, 5.927612645571264e-02, 2.253443092758085e+01, 1.054231205667345e+03, 1.054203142486107e+03
4081, 5.319590568542480e-01, 5.923980841563179e-02, -2.598767639482194e+01, -7.279698421121491e+02, -7.281183084462604e+02
4107, 5.478921532630920e-01, 5.907687626743925e-02, -7.267091114870239e+01, -1.298374281524919e+03, -1.299302920797606e+03
4133, 5.638301968574519e-01, 5.877085492502759e-02, 3.611257464671680e+00, -9.751691756763590e+02, -9.748025982982858e+02
4159, 5.797371864318850e-01, 5.831353426718836e-02, -1.203599494121941e+01, -1.917500327463861e+03, -1.916856135625047e+03
4185, 5.956164002418520e-01, 5.772319322370918e-02, -7.082717948169910e+01, -2.100452781440941e+03, -2.101582990108645e+03
4211, 6.114472150802610e-01, 5.699723366559219e-02, -3.949682136722790e+01, -6.620636058480571e+02, -6.632140772341742e+02
4237, 6.271871328353880e-01, 5.612347333172345e-02, -2.428790912469530e+01, -3.269928351570031e+02, -3.278620196623978e+02
4263, 6.428214907646180e-01, 5.510432575637488e-02, -3.103645224939964e+01, -2.711859316612669e+02, -2.726761437603622e+02
4289, 6.584149599075320e-01, 5.397628990334719e-02, 3.984852829635723e+01, 4.604917501732281e+02, 4.621995902691936e+02
4315, 6.737585067749020e-01, 5.266158242077823e-02, 6.582349414362537e+01, 7.668829867510783e+02, 7.696909144852517e+02
4341, 6.888993382453920e-01, 5.118971104950663e-02, 4.986158060104930e+01, 5.256897218394594e+02, 5.280479697198747e+02
4367, 7.042160034179690e-01, 4.970886090636134e-02, 1.178141573634056e+01, 4.233583288436028e+01, 4.331103577102795e+01
4393, 7.193410396575930e-01, 4.809199030909973e-02, -7.910726455935951e+01, -6.089674368434594e+02, -6.140109809611682e+02
4419, 7.341139912605290e-01, 4.629330620828830e-02, 3.706158657245507e+01, 3.168917868324046e+02, 3.190472461269053e+02
4445, 7.489700317382810e-01, 4.446858268885098e-02, 4.863527953850451e+01, 2.370356423058829e+02, 2.412692423971564e+02
4471, 7.636658549308780e-01, 4.254854511852845e-02, -5.367529391398545e+01, -3.279719952408411e+02, -3.322186125762966e+02
4497, 7.780403494834900e-01, 4.049833389571138e-02, -4.410764395254815e-01, 3.750149383972019e+01, 3.704713957825355e+01
4523, 7.922744154930110e-01, 3.838558929279570e-02, 2.603280927671730e+01, 1.631886712696560e+02, 1.652470075642151e+02
4549, 8.063289523124690e-01, 3.621255565826605e-02, -9.237046982404276e+00, -3.539755846140149e+01, -3.640620256998774e+01
4575, 8.201366662979130e-01, 3.397698531772739e-02, -3.075149179892151e+00, -3.213890356583062e+01, -3.221044280872626e+01
4601, 8.336892127990720e-01, 3.169382705036824e-02, 1.108818897672563e+01, 7.207208792130490e+01, 7.291100824569465e+01
4627, 8.470668792724610e-01, 2.939857101431141e-02, -5.276398739371180e-01, -6.090864656742652e+00, -6.091315703051022e+00
4653, 8.601957559585570e-01, 2.709014354845527e-02, 2.722383779420840e+00, 9.110814627850132e+00, 9.447030756913186e+00
4679, 8.730279207229610e-01, 2.477447111775923e-02, 3.745036744205868e+00, 1.724731541727324e+01, 1.763906890585024e+01
4705, 8.855857253074650e-01, 2.247283539310070e-02, 4.284057270613167e+00, 2.125982736206595e+01, 2.168411005032612e+01
4731, 8.978731632232670e-01, 2.020091282629054e-02, 2.531901953178939e+00, 2.056570524597272e+01, 2.068127131438580e+01
4757, 9.098071455955510e-01, 1.795482213006547e-02, 4.957378384806575e+00, 3.272141436899660e+01, 3.307350217270498e+01
4783, 9.214465022087100e-01, 1.575897511879767e-02, 6.336916358109808e+00, 3.521492743099598e+01, 3.577896508313019e+01
4809, 9.327191114425660e-01, 1.360893145066372e-02, 6.449300630615160e+00, 3.408691193830629e+01, 3.469152201557836e+01
4835, 9.435870051383970e-01, 1.150601943107416e-02, 5.873167593297010e+00, 3.510415853040143e+01, 3.557992167412856e+01
4861, 9.540644884109500e-01, 9.461527350329704e-03, 8.408960891958836e+00, 6.142694474747467e+01, 6.189927325739519e+01
4887, 9.641631841659550e-01, 7.484491135563232e-03, 1.530834124827273e+01, 4.847103184577865e+01, 5.051068723111282e+01
4913, 9.738758206367490e-01, 5.577490546910485e-03, -3.311783661126407e+01, -1.882617436531694e+01, -2.492723519169294e+01
4939, 9.830872416496280e-01, 3.719011607742077e-03, 5.315534885279253e+01, 3.078902047923145e+02, 3.123081105565765e+02
4965, 9.918504953384401e-01, 1.923369479052057e-03, 9.094575412157731e+01, -1.581152842632517e+02, -1.360675096737160e+02
4991, 1.000000000000000e+00, 1.699999993434180e-04, 8.486806014625597e+01, -1.018783580938032e+04, 1.005209862367903e+04
