"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
2807, 4.645630717277530e-02, 1.546246981687512e-02, 3.241713509605782e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.350381810797635e+04, 0.000000000000000e+00, 2.940152724319053e+04, 3.159552706804909e+02, 0.000000000000000e+00, -5.949593209659123e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920455436453837e-05, 4.851853157663595e-03, 6.582842600506983e-04, -1.070451768017805e+03, 2.769601288920802e+00, 0.000000000000000e+00
2833, 5.049252510070800e-02, 1.599781106543181e-02, 3.247871314212440e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.364166127327147e+04, 0.000000000000000e+00, 2.945666450930858e+04, 3.159476287850960e+02, 0.000000000000000e+00, -5.914611686898391e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920420184014593e-05, 4.853564885266984e-03, 6.304372271754118e-04, -1.065882763524386e+03, 2.781923302233990e+00, 0.000000000000000e+00
2859, 5.469727516174320e-02, 1.653290219617161e-02, 3.252753168537827e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.375829577443705e+04, 0.000000000000000e+00, 2.950331830977482e+04, 3.159730931263502e+02, 0.000000000000000e+00, -5.885012450342302e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920537650636697e-05, 4.817020436949296e-03, 5.963736000227441e-04, -1.048160711234323e+03, 2.782401797714448e+00, 0.000000000000000e+00
2885, 5.909299850463870e-02, 1.706259693315596e-02, 3.262665952316608e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.399450691477046e+04, 0.000000000000000e+00, 2.959780276590818e+04, 3.160219192098590e+02, 0.000000000000000e+00, -5.825067328186840e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.920762871546352e-05, 4.754699546557821e-03, 5.628171829994081e-04, -1.016294227256196e+03, 2.776477233960025e+00, 0.000000000000000e+00
2911, 6.365954875946039e-02, 1.759377292630825e-02, 3.276932927660164e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.433323227303721e+04, 0.000000000000000e+00, 2.973329290921488e+04, 3.160863941725653e+02, 0.000000000000000e+00, -5.739106382611653e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921060249977094e-05, 4.689922445697253e-03, 5.390861346570399e-04, -9.902980315415456e+02, 2.769740641890870e+00, 0.000000000000000e+00
2937, 6.838649511337280e-02, 1.813084384390119e-02, 3.281459978327049e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.443998108886600e+04, 0.000000000000000e+00, 2.977599243554640e+04, 3.161036269425756e+02, 0.000000000000000e+00, -5.712015912637310e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921139727757452e-05, 4.669318161469867e-03, 5.159629845899158e-04, -9.805527419973330e+02, 2.772323959810603e+00, 0.000000000000000e+00
2963, 7.332068681716920e-02, 1.866133556702183e-02, 3.281620892929613e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.444388032615953e+04, 0.000000000000000e+00, 2.977755213046381e+04, 3.161046837681226e+02, 0.000000000000000e+00, -5.711026373128106e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921144601782251e-05, 4.657137391685603e-03, 4.930895840739078e-04, -9.733166908006183e+02, 2.774309621731121e+00, 0.000000000000000e+00
2989, 7.843562960624691e-02, 1.919482867635223e-02, 3.281610720474056e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.444548711442767e+04, 0.000000000000000e+00, 2.977819484577106e+04, 3.161124864296354e+02, 0.000000000000000e+00, -5.710618606081750e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921180587004765e-05, 4.631382332034678e-03, 4.723729101397125e-04, -9.642661241888879e+02, 2.772539216306209e+00, 0.000000000000000e+00
3015, 8.375442028045650e-02, 1.972551310330177e-02, 3.277854572351091e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.435954735027617e+04, 0.000000000000000e+00, 2.974381894011046e+04, 3.161093870191828e+02, 0.000000000000000e+00, -5.732428202584271e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921166292835428e-05, 4.618644859120314e-03, 4.512562200433537e-04, -9.606194855705523e+02, 2.772148587911742e+00, 0.000000000000000e+00
3041, 8.928063511848450e-02, 2.025442003768798e-02, 3.274568525643813e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.428692162403501e+04, 0.000000000000000e+00, 2.971476864961400e+04, 3.161175558762984e+02, 0.000000000000000e+00, -5.750858993041530e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921203966633781e-05, 4.594453600574189e-03, 4.309286630985220e-04, -9.548865833285369e+02, 2.767510478612280e+00, 0.000000000000000e+00
3067, 9.501701593399051e-02, 2.078186837640543e-02, 3.270203665179093e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.419424317057787e+04, 0.000000000000000e+00, 2.967769726823114e+04, 3.161445830138185e+02, 0.000000000000000e+00, -5.774378718681171e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921328609153012e-05, 4.547996394939433e-03, 4.036481867192187e-04, -9.387536380850503e+02, 2.756268354464465e+00, 0.000000000000000e+00
3093, 1.010102331638340e-01, 2.129545669884691e-02, 3.274172121592952e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.429020624083914e+04, 0.000000000000000e+00, 2.971608249633565e+04, 3.161698071493528e+02, 0.000000000000000e+00, -5.750025430512352e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921444931921383e-05, 4.498590939079475e-03, 3.807473161301248e-04, -9.125170313748650e+02, 2.746103611133236e+00, 0.000000000000000e+00
3119, 1.072062253952030e-01, 2.181352670030146e-02, 3.283030805728649e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.449913845869551e+04, 0.000000000000000e+00, 2.979965538347820e+04, 3.162034682633372e+02, 0.000000000000000e+00, -5.697003090821116e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921600155232903e-05, 4.441007781797917e-03, 3.592823173193445e-04, -8.833045873671497e+02, 2.736098849835876e+00, 0.000000000000000e+00
3145, 1.136637628078460e-01, 2.231914088859385e-02, 3.292347906505589e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.472318732207779e+04, 0.000000000000000e+00, 2.988927492883111e+04, 3.162568957079253e+02, 0.000000000000000e+00, -5.640144483452783e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.921846511331762e-05, 4.372757505967374e-03, 3.355327496231796e-04, -8.527984877272542e+02, 2.722115840335146e+00, 0.000000000000000e+00
3171, 1.203565001487730e-01, 2.282258056170224e-02, 3.304770076985235e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.502062091602311e+04, 0.000000000000000e+00, 3.000824836640924e+04, 3.163222501151348e+02, 0.000000000000000e+00, -5.564662467248875e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.922147835179284e-05, 4.308775691224662e-03, 3.199162413148614e-04, -8.302973158027086e+02, 2.708673078932647e+00, 0.000000000000000e+00
3197, 1.272729039192200e-01, 2.332958691407188e-02, 3.309456345861128e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.513480515172771e+04, 0.000000000000000e+00, 3.005392206069107e+04, 3.163551030211077e+02, 0.000000000000000e+00, -5.535685053449179e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.922299295581731e-05, 4.283563635160374e-03, 3.064782082747562e-04, -8.265743727725428e+02, 2.705340977656934e+00, 0.000000000000000e+00
3223, 1.344466507434840e-01, 2.383069541101668e-02, 3.306897236215662e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.507917086852007e+04, 0.000000000000000e+00, 3.003166834740802e+04, 3.163654914165913e+02, 0.000000000000000e+00, -5.549803794412054e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.922347187157383e-05, 4.272196247275611e-03, 2.883457648957064e-04, -8.261892373152580e+02, 2.703281605743450e+00, 0.000000000000000e+00
3249, 1.419069468975070e-01, 2.431729067856577e-02, 3.307891733885575e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.511035158332271e+04, 0.000000000000000e+00, 3.004414063332908e+04, 3.164017265422444e+02, 0.000000000000000e+00, -5.541890824028434e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.922514228746117e-05, 4.221445471579213e-03, 2.665586203334244e-04, -8.081614166184828e+02, 2.690081201447765e+00, 0.000000000000000e+00
